"","CK_1","CK_2","CK_3","Cd_1","Cd_2","Cd_3"
"Os03g0440200",581,458,496,640,654,300
"Os03g0103400",237,290,222,252,237,275
"Os03g0833800",307,224,279,362,415,462
"Os03g0116500",2060,1819,1433,1744,1700,1612
"Os03g0363100",2196,5084,3723,1755,1109,242
"Os03g0376100",2588,2636,2024,2274,1906,1818
"Os03g0306800",2475,2742,1980,2366,2726,2770
"Os03g0265100",275,283,257,282,236,304
"Os03g0284000",152,175,95,204,148,151
"Os03g0565300",1686,1234,1170,1381,1406,1589
"Os03g0216400",10,15,18,8,18,18
"Os03g0712500",53,122,68,59,76,130
"Os03g0737300",495,620,370,369,245,134
"Os03g0310900",28,36,25,13,6,20
"Os03g0129000",695,817,647,735,613,637
"Os03g0201200",320,315,252,294,280,295
"Os03g0792600",342,364,257,345,344,359
"Os03g0690600",2137,2018,1970,1969,2026,1952
"Os03g0859500",389,248,410,390,333,517
"Os03g0745400",6039,4867,6113,6210,6597,6255
"Os03g0340601",13,15,16,8,18,7
"Os03g0831900",1810,1692,1530,1441,1395,1420
"Os03g0177400",12972,14971,11662,13190,11901,11853
"Os03g0611200",2472,1972,2474,3092,3827,3412
"Os03g0684000",968,1011,960,922,1043,1053
"Os03g0243800",154,151,105,203,102,115
"Os03g0684300",74,46,36,69,115,146
"Os03g0195400",27,27,54,41,34,27
"Os03g0679000",1989,2118,1957,1940,1903,1815
"Os03g0388100",339,314,284,294,282,223
"Os03g0159600",8,6,10,23,50,14
"Os03g0117200",525,616,506,557,566,512
"Os03g0819900",2230,2625,2022,1841,2175,2225
"Os03g0133500",37,44,25,44,24,26
"Os03g0203800",1223,1019,1514,1254,1777,1473
"Os03g0575500",2565,3800,3899,4704,6846,6043
"Os03g0809800",426,405,323,355,287,419
"Os03g0644400",1250,1396,1312,1765,1962,1988
"Os03g0719800",1561,1670,1345,1606,1941,1705
"Os03g0717000",200,146,345,345,495,314
"Os03g0374600",167,63,78,85,86,56
"Os03g0825400",403,448,364,411,355,324
"Os03g0724300",190,189,103,106,78,79
"Os03g0318400",120,127,187,117,27,36
"Os03g0839300",2122,2277,1667,2243,2081,1879
"Os03g0290400",20,40,9,14,15,22
"Os03g0686800",17,10,2,23,24,12
"Os03g0262500",2729,2688,2330,2166,1869,1802
"Os03g0183000",395,477,401,263,267,188
"Os03g0242300",461,360,312,360,167,174
"Os03g0657000",1418,1423,1236,1339,1395,1298
"Os03g0772600",5551,10130,5766,4019,2228,1332
"Os03g0182000",16,31,45,13,8,4
"Os03g0351100",5976,5570,4264,4905,5321,6253
"Os03g0856200",1574,1734,1310,1519,1772,1736
"Os03g0597600",58,108,60,64,54,54
"Os03g0123200",256,338,219,299,252,238
"Os03g0602600",1190,834,917,1350,1146,1029
"ENSRNA049448855",20,12,14,20,14,8
"ENSRNA049448834",25,30,28,29,24,32
"ENSRNA049448783",27,24,38,16,34,14
"ENSRNA049471985",10,4,6,25,5,16
"ENSRNA049472003",9,3,13,14,0,14
"ENSRNA049472108",10,13,5,17,3,6
"ENSRNA049472120",14,15,6,30,9,4
"ENSRNA049472132",13,9,12,17,3,0
"ENSRNA049470757",24,7,21,30,23,22
"ENSRNA049469263",31,21,28,32,25,37
"ENSRNA049471001",14,16,7,21,14,8
"ENSRNA049471043",347,463,398,314,382,366
"ENSRNA049471090",560,629,655,538,673,620
"ENSRNA049471102",43339,39664,28259,26718,37405,32505
"Os02g0749900",291,333,334,392,394,355
"Os02g0832400",2943,1798,1887,2026,1748,2015
"Os02g0298100",992,822,981,965,1266,1090
"Os02g0671400",537,419,282,519,488,437
"Os02g0119400",1887,1821,1604,1909,2100,1936
"Os02g0128800",194,226,184,153,164,145
"Os02g0177800",8608,8425,7987,8112,10586,9118
"Os02g0571300",18,6,38,9,35,80
"Os02g0106966",228,184,144,168,152,238
"Os02g0698100",215,213,195,245,190,174
"Os02g0694800",2413,2204,2405,3250,3764,3451
"Os02g0744650",69,66,78,101,80,63
"Os02g0582400",2212,2259,1993,2138,2168,2314
"Os02g0749300",5758,5122,5077,4971,4124,4371
"Os02g0719700",4,6,14,12,26,12
"Os02g0306600",63,71,75,95,61,82
"Os02g0813083",118,121,58,43,17,15
"Os02g0282600",89,75,72,100,209,196
"Os02g0118400",175,195,120,240,156,192
"Os02g0551900",2923,3536,3340,4016,4459,4403
"Os02g0213100",403,651,391,460,333,316
"Os02g0118200",3216,4021,3114,2674,3003,2547
"Os02g0176900",21,16,14,14,4,12
"Os02g0763900",2028,2015,1888,1394,1756,1305
"Os02g0638200",20,19,20,44,29,29
"Os02g0691800",419,434,314,363,336,352
"Os02g0687200",133,114,92,68,86,120
"Os02g0697700",1047,1105,1054,1129,1193,1131
"Os02g0179100",1051,1221,1328,1798,1834,1973
"Os02g0165100",546,511,416,347,220,197
"Os02g0528900",156,120,55,119,48,172
"Os02g0203000",362,384,300,445,300,277
"Os02g0162766",359,231,219,247,127,213
"Os02g0814100",470,495,398,523,403,348
"Os02g0472700",928,1092,740,738,531,467
"Os02g0281150",301,304,221,279,244,222
"Os02g0235050",68,37,53,63,44,48
"Os02g0474000",7256,7588,8579,10256,12423,14181
"Os02g0606800",2561,3443,2487,1541,1290,898
"Os02g0128600",137,104,61,113,68,83
"Os02g0529900",542,510,711,1056,1234,1241
"Os02g0729500",15,23,29,25,50,42
"Os02g0469900",594,377,535,577,860,925
"Os02g0586400",2869,3079,2091,2121,2148,2172
"Os02g0595400",1493,2042,1895,2030,2775,2589
"Os02g0608400",5340,4876,3531,4045,3076,3461
"Os02g0477100",790,737,918,1146,1377,1423
"Os02g0116000",1596,1442,1274,1631,1343,1543
"Os02g0108302",384,275,360,335,492,359
"Os02g0608300",2047,2046,1785,1823,1823,1874
"Os02g0714200",40,22,91,62,84,112
"Os02g0616800",31,18,27,25,15,10
"Os02g0198300",351,306,257,259,336,359
"Os02g0779500",364,372,237,254,201,259
"Os02g0603000",7,14,11,9,31,40
"Os02g0602400",3579,3079,3406,3940,4455,4497
"Os02g0551100",3464,3186,2497,1763,1252,1312
"Os02g0537200",501,360,501,485,665,797
"Os02g0768100",29,19,18,22,16,32
"Os02g0168800",1284,732,776,797,1057,1531
"Os02g0656200",2653,2763,2079,1732,1278,1000
"Os02g0296800",654,743,439,655,592,492
"Os02g0481700",1066,706,733,894,674,869
"Os02g0175800",1481,2184,1674,1826,2120,1996
"Os02g0285900",220,217,130,290,215,219
"Os02g0173800",4099,4818,3407,2599,2090,1702
"Os02g0668000",37,35,34,40,32,30
"Os02g0678601",77,64,77,116,123,109
"Os02g0805200",683,669,765,858,1336,1126
"Os02g0731400",45,31,143,188,322,122
"Os02g0761200",111,106,68,114,96,105
"Os02g0795000",668,499,535,649,704,604
"Os02g0649000",104,130,132,156,197,153
"Os02g0489525",979,892,676,700,509,561
"Os02g0533200",329,221,191,247,245,198
"Os02g0179800",2585,2481,2044,2251,2413,2298
"Os02g0668400",618,482,495,494,546,433
"Os02g0725600",419,357,289,328,252,255
"Os02g0823400",440,446,695,868,2018,2087
"Os02g0688800",31,52,43,54,28,31
"Os02g0272600",1413,1438,1291,1281,1412,1314
"Os02g0503400",4278,6386,5019,5494,6160,5854
"Os02g0826500",7607,7523,5847,6623,6685,6874
"Os02g0622500",311,96,106,298,213,253
"Os02g0184200",28,20,31,33,40,31
"Os02g0566500",1302,1303,1006,1171,1213,1267
"Os02g0168600",727,605,436,507,346,439
"Os02g0121600",865,1190,999,1103,1449,1112
"Os02g0825650",28,34,15,41,27,22
"Os02g0497500",2061,1520,1224,1406,1410,1350
"Os02g0282301",26,7,12,12,10,26
"Os02g0796700",1984,1838,1752,1731,2044,1898
"Os02g0818700",118,69,133,106,160,153
"Os02g0125000",1093,1113,1120,1642,1717,1543
"Os02g0787300",2345,3503,4699,3827,6598,4061
"Os02g0521700",880,1273,1091,1383,1734,1688
"Os02g0631100",42,86,45,48,52,44
"Os02g0822200",3513,3020,2971,3036,3347,3316
"Os02g0644100",1463,1429,1059,1200,1259,1202
"Os02g0741500",7878,6354,5817,7006,6348,6675
"Os02g0833600",578,696,520,664,727,773
"Os02g0754300",2778,2010,2185,2950,4329,4658
"Os02g0640500",89,70,51,40,8,4
"Os02g0155900",28,15,40,45,99,56
"Os02g0167300",28,17,10,9,14,6
"Os02g0125300",143,214,118,125,65,70
"Os02g0606000",1916,1738,1663,2098,2076,2233
"Os02g0739100",1671,2382,1828,1518,1425,1173
"Os02g0186800",66,62,42,94,130,188
"Os02g0518800",614,592,564,663,772,788
"Os02g0564400",3847,3607,3000,2980,3563,3198
"Os02g0225000",4050,3933,4282,4575,5341,5340
"Os02g0730500",728,639,496,605,552,582
"Os02g0528550",58,33,50,86,138,150
"Os02g0533000",4586,3802,3512,4061,3684,3781
"Os02g0154200",160,80,162,157,258,155
"Os02g0799000",629,498,534,290,295,276
"Os02g0188400",24,16,10,8,14,6
"Os02g0269000",407,368,297,338,423,414
"Os02g0734300",2761,4718,3289,4221,4826,3580
"Os02g0768200",1910,2217,1790,1802,1786,1767
"Os02g0820700",998,1071,819,1152,909,978
"Os02g0697200",1087,1112,969,1183,1262,1182
"Os02g0608700",703,753,524,600,464,603
"Os02g0672100",3116,3855,2899,2819,2350,2635
"Os02g0132200",282,233,260,412,650,638
"Os02g0226300",2961,3179,2695,2008,1552,1717
"Os02g0496100",1951,2317,1612,1574,1673,1687
"Os02g0802700",544,615,480,545,697,633
"Os02g0435200",1063,1077,884,933,879,1028
"Os02g0221600",1471,1640,1230,1157,993,815
"Os02g0119200",32,49,38,30,39,34
"Os02g0719100",863,802,631,657,673,594
"Os02g0110600",16,14,18,13,29,77
"Os02g0798800",130,122,69,89,212,130
"Os02g0597800",2704,2645,2291,2631,2647,2710
"Os02g0496500",2082,1814,1602,1848,1902,1790
"Os02g0137000",1309,1409,1070,1029,868,856
"Os02g0754100",2356,2126,1898,2123,1963,2136
"Os02g0297200",10,18,62,66,151,113
"Os02g0549700",2933,3035,3372,2857,4966,4208
"Os02g0565000",768,939,917,878,1365,1344
"Os02g0756100",62,50,106,250,226,262
"Os02g0215100",38,17,27,24,32,26
"Os02g0471100",54,102,101,68,70,74
"Os02g0730700",1218,1653,1173,1431,1497,1534
"Os02g0815000",1223,1546,1198,1372,1391,1404
"Os02g0752701",5300,4986,4080,4451,3332,3532
"Os02g0813800",182,137,166,165,196,282
"Os02g0631500",1046,1014,877,997,958,900
"Os02g0178400",2782,3888,2621,3043,2964,2529
"Os02g0748800",16,46,36,12,20,12
"Os02g0763000",140,247,154,163,104,146
"Os02g0137100",2163,2354,1900,2055,2141,1868
"Os02g0581900",78,102,98,119,231,170
"Os02g0189500",123,111,70,36,87,89
"Os02g0307800",1847,1606,1748,2292,2687,2677
"Os02g0522300",9078,6050,12454,10721,14368,14160
"Os02g0656500",4932,5114,4242,4363,4151,3702
"Os02g0201800",18,18,24,20,12,16
"Os02g0812500",20,9,8,10,2,10
"Os02g0206400",82,74,78,32,28,24
"Os02g0293500",323,332,212,229,145,211
"Os02g0306250",208,206,151,188,248,254
"Os02g0600650",63,116,72,76,134,72
"Os02g0126900",161,165,180,208,195,212
"Os02g0593400",177,143,130,137,105,151
"Os02g0121200",710,744,511,600,631,662
"Os02g0597200",121,121,86,114,90,84
"Os02g0472500",39,26,56,70,71,46
"Os02g0708200",2928,2737,2466,2215,2369,2653
"Os02g0813350",716,748,521,611,656,826
"Os02g0721700",572,662,706,677,452,427
"Os02g0316200",904,1407,982,857,1494,1602
"Os02g0811101",29,16,32,37,36,44
"Os02g0720600",1520,1949,1641,1466,655,530
"Os02g0120500",13,6,16,2,13,5
"Os02g0116100",73,99,69,75,26,47
"Os02g0128200",2517,2429,2445,2472,2744,2528
"Os02g0814800",305,379,483,803,850,934
"Os02g0749500",2299,2240,1678,1504,1615,1489
"Os02g0680500",173,120,120,186,151,144
"Os02g0638300",1696,1784,1852,2211,2456,2738
"Os02g0573500",23,47,26,24,64,16
"Os02g0462401",221,199,280,414,459,507
"Os02g0608500",1927,1898,1831,1547,1764,1468
"Os02g0190300",280,220,174,227,178,297
"Os02g0726833",127,101,61,63,6,15
"Os02g0478050",348,295,255,321,260,302
"Os02g0245100",560,614,550,659,661,741
"Os02g0834800",112,65,59,49,33,68
"Os02g0770800",72,22,20,10,6,50
"Os02g0289700",129,230,255,257,289,234
"Os02g0806700",11945,11653,8543,8340,10665,10354
"Os02g0716500",5493,7017,12801,10967,12532,7906
"Os02g0701700",295,269,256,321,408,380
"Os02g0758800",2,19,10,4,14,10
"Os02g0102400",1167,1041,822,995,881,821
"Os02g0199900",403,458,289,325,366,283
"Os02g0470600",140,135,111,126,69,73
"Os02g0251900",59,62,32,34,42,44
"Os02g0636400",296,283,209,275,311,255
"Os02g0188000",1922,1822,1770,2003,2899,2970
"Os02g0123300",315,249,208,309,169,240
"Os02g0105300",25,39,28,18,16,30
"Os02g0166200",3040,3171,2305,3060,2692,2726
"Os02g0592200",258,221,265,234,342,291
"Os02g0694700",93,93,120,199,166,167
"Os02g0105800",164,161,123,112,42,126
"Os02g0819500",8603,7237,7103,7475,7586,7196
"Os02g0317700",649,632,492,622,657,673
"Os02g0168400",63,41,39,30,70,48
"Os02g0689500",236,305,198,140,154,146
"Os02g0755500",65,50,76,164,670,1349
"Os02g0193200",58,74,66,65,29,34
"Os02g0174300",132,157,160,199,324,234
"Os02g0261100",85,83,72,55,80,80
"Os02g0180700",824,1213,1069,867,843,768
"Os02g0727300",449,324,484,421,563,529
"Os02g0593900",559,457,462,468,603,659
"Os02g0506500",2171,2539,2047,1739,1743,1710
"Os02g0227000",505,455,406,494,523,519
"Os02g0556600",1698,1896,1564,1490,1628,1659
"Os02g0778200",13565,11577,13214,13868,14143,13833
"Os02g0829500",3924,4218,2710,3790,2827,2907
"Os02g0727500",2246,2638,2176,2472,2764,2862
"Os02g0696700",1571,1469,1527,1353,1099,1205
"Os02g0806000",977,997,825,1034,1054,1166
"Os02g0735100",503,591,446,531,533,557
"Os02g0564000",2847,2998,2462,2527,2607,2840
"Os02g0232900",417,561,513,243,80,62
"Os02g0300700",412,410,304,403,422,530
"Os02g0273100",733,483,1156,1781,1536,1134
"Os02g0690000",69,102,118,144,282,222
"Os02g0174000",172,167,126,142,244,162
"Os02g0221900",36,28,20,30,38,57
"Os02g0577400",55,76,53,86,89,75
"Os02g0727700",206,162,188,242,268,343
"Os02g0739600",3435,4531,3639,4275,4366,4194
"Os02g0140101",463,508,522,542,494,465
"Os02g0751300",4,10,14,4,4,14
"Os02g0209400",126,135,70,18,28,12
"Os02g0286891",56,57,65,52,61,54
"Os02g0817800",275,243,194,200,266,267
"Os02g0834050",208,231,300,309,451,390
"Os02g0290400",973,1151,704,898,895,958
"Os02g0119700",107,100,84,105,134,158
"Os02g0820600",767,815,647,632,798,740
"Os02g0750200",1379,1269,1435,1703,1864,1943
"Os02g0687900",56,61,38,58,41,40
"Os02g0105200",1433,1406,955,988,790,932
"Os02g0602900",294,318,272,455,357,240
"Os02g0814400",663,729,1089,1866,2763,3127
"Os02g0797600",4611,5074,4607,5752,5850,5269
"Os02g0635700",93,112,121,174,154,126
"Os02g0298900",106,131,90,170,145,198
"Os02g0131600",94,117,86,117,66,84
"Os02g0144300",393,392,296,353,302,326
"Os02g0564200",1253,1719,1364,1545,1744,1556
"Os02g0141300",3767,2766,2671,3322,3763,4087
"Os02g0469200",5970,5672,4700,4641,4450,4790
"Os02g0696900",15,24,10,50,55,88
"Os02g0272850",104,122,95,123,129,112
"Os02g0639100",1147,1505,991,925,1010,611
"Os02g0631200",3365,2777,2818,2326,2569,2389
"Os02g0106800",1725,1708,1786,2052,2682,3124
"Os02g0136933",12,12,12,30,13,9
"Os02g0738900",1724,1729,1366,1384,1384,1296
"Os02g0686300",179,210,192,291,324,335
"Os02g0136000",359,603,406,292,215,224
"Os02g0204000",79,92,78,90,45,64
"Os02g0326500",765,809,733,1087,1071,1097
"Os02g0814900",273,319,295,350,368,421
"Os02g0550900",683,546,497,590,834,920
"Os02g0527600",5293,4533,4738,4904,5523,3075
"Os02g0822100",549,524,485,613,608,690
"Os02g0508000",316,465,339,381,344,327
"Os02g0798100",929,1068,752,1054,837,677
"Os02g0110000",70,65,51,111,133,105
"Os02g0662700",411,373,383,466,458,566
"Os02g0767150",291,289,280,275,242,284
"Os02g0831800",1050,1717,1324,1246,1318,1052
"Os02g0584900",301,403,241,292,310,336
"Os02g0702700",32,62,28,52,63,49
"Os02g0499000",6078,5790,6186,6966,8844,8924
"Os02g0771400",14,28,22,16,4,16
"Os02g0200300",847,1214,1120,1097,1359,1371
"Os02g0226200",232,150,140,258,267,329
"Os02g0314300",374,447,161,356,171,235
"Os02g0672200",2665,2807,2350,2742,2944,2483
"Os02g0603800",29,22,19,20,6,24
"Os02g0165500",8,0,18,4,18,26
"Os02g0684800",397,407,385,389,542,472
"Os02g0508650",55,79,55,49,20,9
"Os02g0738300",142,336,144,215,178,175
"Os02g0832500",4406,3922,3610,3910,3872,3796
"Os02g0728700",945,951,771,688,730,726
"Os02g0144200",12,2,6,20,10,4
"Os02g0518400",418,387,567,489,503,553
"Os02g0830801",466,356,413,358,328,406
"Os02g0146500",2260,2042,1735,1818,1679,1594
"Os02g0749800",1169,1448,1449,2087,2294,2254
"Os02g0195000",179,164,169,302,194,238
"Os02g0797400",14,12,30,32,12,14
"Os02g0608200",5181,5228,5113,4255,4148,4263
"Os02g0561900",29,51,10,10,15,10
"Os02g0209201",520,551,570,462,373,401
"Os02g0628600",382,872,723,997,945,573
"Os02g0173100",4065,3494,3955,6006,7298,7513
"Os02g0766600",2073,3326,2281,2200,3083,2188
"Os02g0702300",39,6,34,13,75,85
"Os02g0749100",112,68,87,95,140,153
"Os02g0759400",992,826,1679,965,2176,1054
"Os02g0689700",194,241,163,286,364,316
"Os02g0826300",37,10,56,36,16,16
"Os02g0700000",1524,1370,1331,1222,1385,1352
"Os02g0810100",2520,2857,2330,2113,2020,2047
"Os02g0121000",2333,1757,1455,2344,2405,2023
"Os02g0286200",945,1037,858,757,847,841
"Os02g0596500",1235,1244,1009,1166,1215,1092
"Os02g0742100",6924,6537,5671,5701,5253,5459
"Os02g0178800",14,6,14,12,7,34
"Os02g0663800",134,88,123,112,127,107
"Os02g0175400",113,96,68,102,73,78
"Os02g0289300",24,30,19,41,33,80
"Os02g0293800",694,682,732,741,647,778
"Os02g0654500",1096,1230,964,1088,1001,1019
"Os02g0153900",771,853,632,705,371,445
"Os02g0620100",112,98,79,80,54,50
"Os02g0260200",165,161,138,172,210,249
"Os02g0218550",17,12,23,18,16,34
"Os02g0701600",2169,2031,2086,3482,4202,4978
"Os02g0564700",58,81,45,50,50,103
"Os02g0286933",25,23,51,33,23,28
"Os02g0182900",2436,2491,2147,2381,2431,2680
"Os02g0832100",52,75,43,60,90,83
"Os02g0612100",285,393,328,240,259,204
"Os02g0749400",214,268,227,216,347,335
"Os02g0716600",72,57,64,81,62,23
"Os02g0573300",1550,1691,1311,1513,1134,1144
"Os02g0776700",3447,3271,2847,2910,2941,3098
"Os02g0294700",1376,1268,1151,1357,1194,1247
"Os02g0709400",8213,7547,7094,7153,7075,7089
"Os02g0461600",287,254,239,279,274,340
"Os02g0244600",96,82,64,45,66,39
"Os02g0732700",4527,4129,3305,3922,3637,3659
"Os02g0777800",782,1059,1186,944,1109,999
"Os02g0468400",4953,4336,5280,5574,8791,8509
"Os02g0598800",18,25,8,73,80,18
"Os02g0654300",49,28,52,14,19,14
"Os02g0731200",694,835,639,1079,1038,1057
"Os02g0805600",2209,2874,2045,2211,2610,2143
"Os02g0208600",5118,4361,4060,4199,4287,3997
"Os02g0167100",1354,978,1150,1562,1922,2338
"Os02g0634500",9491,10993,8090,8688,9660,10021
"Os02g0117900",77,88,69,63,88,84
"Os02g0567850",262,215,199,269,242,268
"Os02g0315400",685,1043,763,731,601,658
"Os02g0108500",121,123,122,134,179,221
"Os02g0717500",381,243,228,293,195,268
"Os02g0832800",3413,3154,3118,3033,3088,3080
"Os02g0148700",280,320,486,634,682,699
"Os02g0127000",2122,2020,1544,1720,1651,1567
"Os02g0621700",5041,5842,3913,4217,3585,3377
"Os02g0813166",35,28,18,13,19,25
"Os02g0121700",72,51,93,32,12,10
"Os02g0202900",343,593,225,195,118,89
"Os02g0204500",439,325,294,325,315,302
"Os02g0612800",5674,4625,4928,5636,5869,6160
"Os02g0699400",6511,5783,5770,6699,6934,6889
"Os02g0548700",138,149,232,87,155,122
"Os02g0799400",6,13,8,20,19,7
"Os02g0623400",26,9,24,20,80,38
"Os02g0628900",18,32,35,18,86,32
"Os02g0827100",503,486,445,508,427,413
"Os02g0582300",316,342,294,288,284,298
"Os02g0494600",404,416,358,407,439,535
"Os02g0477300",2783,2761,3665,3869,4052,4217
"Os02g0169900",1862,1586,2134,2094,2932,2637
"Os02g0750400",519,492,542,845,738,708
"Os02g0177400",14,24,20,11,10,20
"Os02g0637200",62,129,88,140,181,72
"Os02g0220500",5990,5729,4679,4666,4571,4770
"Os02g0139200",929,960,771,792,804,753
"Os02g0770300",830,804,747,1077,1008,1072
"Os02g0569000",436,861,431,398,12,16
"Os02g0270200",46,118,94,59,11,11
"Os02g0486400",175,177,212,302,278,287
"Os02g0718100",843,1993,1052,751,329,131
"Os02g0202950",15,20,16,19,3,13
"Os02g0815900",6,15,6,11,10,16
"Os02g0724600",1133,971,839,893,928,810
"Os02g0654000",16,28,22,21,23,36
"Os02g0603700",66,45,62,73,39,50
"Os02g0646400",480,482,396,502,444,417
"Os02g0653900",974,1591,1518,1322,1402,1313
"Os02g0120800",9,19,27,11,17,16
"Os02g0668500",1290,1859,1638,1845,2996,2682
"Os02g0739900",10,3,18,19,15,8
"Os02g0175600",2320,3177,2641,3012,3236,3190
"Os02g0460200",265,194,445,604,910,1176
"Os02g0244300",1727,1598,1480,1314,1320,1345
"Os02g0197900",78,74,74,78,90,91
"Os02g0462000",195,93,125,132,112,260
"Os02g0648900",29,18,22,15,24,22
"Os02g0656300",406,400,315,302,273,291
"Os02g0826600",45,54,51,74,60,52
"Os02g0823600",1692,2147,1344,1295,999,884
"Os02g0284500",68,36,67,94,62,70
"Os02g0257400",19,21,46,59,65,66
"Os02g0636700",695,1127,696,751,520,364
"Os02g0687500",1929,2705,2036,2005,2205,2177
"Os02g0559300",35,18,23,51,19,21
"Os02g0777100",5284,4543,4281,4769,5093,5150
"Os02g0100800",144,174,161,182,202,199
"Os02g0213450",143,94,147,117,180,150
"Os02g0297600",2926,3081,2256,2079,1828,1805
"Os02g0123100",120,168,175,119,193,162
"Os02g0293400",619,679,571,717,888,735
"Os02g0634900",4142,4598,3366,4021,3658,3473
"Os02g0101300",20,10,32,36,55,77
"Os02g0469950",28,15,7,12,16,26
"Os02g0714600",2195,2327,2195,2949,3089,2582
"Os02g0601600",298,246,319,358,325,320
"Os02g0199600",197,284,265,419,821,654
"Os02g0131000",14,15,12,45,39,34
"Os02g0241300",1186,1158,998,1087,981,1176
"Os02g0620400",220,191,211,142,77,66
"Os02g0299300",106,120,86,107,57,96
"Os02g0725000",31,19,22,39,9,15
"Os02g0318100",10,2,2,10,10,24
"Os02g0799600",281,548,301,328,329,317
"Os02g0135900",535,426,330,474,461,513
"Os02g0633100",3160,2604,2263,2618,2580,2499
"Os02g0786000",1613,1647,1382,1614,1375,1567
"Os02g0534000",10,14,10,29,34,48
"Os02g0502500",1525,1575,1556,1378,1641,1758
"Os02g0121800",789,1134,890,921,780,841
"Os02g0714100",411,388,374,343,399,315
"Os02g0543000",10216,22188,10324,9937,5140,3143
"Os02g0602600",223,303,230,350,263,348
"Os02g0781400",12,8,6,8,22,18
"Os02g0800500",82,54,55,26,34,43
"Os02g0224800",123,151,127,65,46,60
"Os02g0150600",497,486,411,490,589,526
"Os02g0799100",111,92,55,56,66,77
"Os02g0245800",86,58,65,45,63,110
"Os02g0808350",25,66,33,21,13,3
"Os02g0201401",28,43,30,31,30,47
"Os02g0725100",2743,2700,1908,2586,2079,2654
"Os02g0158500",76,67,44,101,80,94
"Os02g0652300",573,530,521,724,735,814
"Os02g0121900",270,203,260,226,240,251
"Os02g0100300",49,44,16,33,24,31
"Os02g0109400",37,42,38,41,40,44
"Os02g0178100",2711,3443,3132,4289,4458,4918
"Os02g0668100",769,1135,971,1586,1888,1676
"Os02g0175950",68,53,45,75,54,37
"Os02g0129600",498,404,444,450,556,508
"Os02g0713400",2600,3821,2630,2429,2596,2697
"Os02g0793900",2429,2628,2202,2793,2694,2452
"Os02g0762100",1124,1206,1041,2081,2740,2606
"Os02g0723700",999,994,752,702,818,886
"Os02g0147600",132,99,119,109,131,113
"Os02g0573400",2194,2699,1913,1637,1510,1178
"Os02g0828566",194,303,308,352,575,458
"Os02g0169000",965,786,808,1035,1145,1142
"Os02g0218400",141,111,135,213,155,162
"Os02g0598300",336,293,256,250,212,291
"Os02g0571900",45,141,67,52,2,0
"Os02g0529400",1066,1044,1082,1164,1116,1108
"Os02g0775300",218,343,258,442,686,555
"Os02g0762300",845,862,652,773,721,823
"Os02g0197400",149,260,146,142,182,148
"Os02g0670400",351,240,221,280,250,352
"Os02g0670700",266,141,177,200,236,230
"Os02g0519300",612,500,465,541,609,566
"Os02g0329300",148,161,84,106,122,125
"Os02g0120900",1266,1279,1069,1193,1114,1023
"Os02g0247800",393,170,192,394,275,367
"Os02g0123400",16,27,19,26,16,11
"Os02g0498700",846,845,1013,977,1262,1330
"Os02g0202500",1686,1646,1411,1617,1881,1706
"Os02g0474300",872,747,703,865,741,728
"Os02g0154600",496,362,539,630,534,652
"Os02g0104100",86,45,62,49,74,106
"Os02g0707100",6909,5663,6426,8160,11175,10596
"Os02g0121100",1079,1361,1200,1344,1523,1356
"Os02g0523800",694,1244,742,609,541,577
"Os02g0326700",1439,1381,1613,2066,2821,2824
"Os02g0611800",3984,6411,4383,3728,2894,2633
"Os02g0314600",478,588,525,508,345,309
"Os02g0537900",5078,5185,4002,4265,4058,4456
"Os02g0754900",2008,2003,2025,2309,2452,2220
"Os02g0303200",16,17,28,26,57,78
"Os02g0655401",22,22,7,25,18,14
"Os02g0221100",182,348,137,154,85,59
"Os02g0205400",139,192,112,169,197,243
"Os02g0215700",154,138,100,148,217,345
"Os02g0195800",395,386,300,415,343,402
"Os02g0288200",1996,2150,1697,2135,1893,1888
"Os02g0180000",1612,2003,1204,872,661,624
"Os02g0701900",1166,1927,1180,1165,1190,805
"Os02g0816700",152,138,114,96,81,123
"Os02g0100200",613,578,554,613,633,681
"Os02g0146900",293,267,254,277,285,359
"Os02g0592300",1300,1198,1070,1312,1572,1431
"Os02g0655300",2810,3264,2739,3003,3622,3330
"Os02g0164300",856,972,755,843,607,666
"Os02g0523500",14089,14149,10649,10206,10190,10315
"Os02g0749150",804,653,487,637,690,664
"Os02g0727966",53,29,33,38,20,28
"Os02g0506400",25,10,16,18,22,29
"Os02g0137600",200,170,168,250,241,327
"Os02g0602500",534,595,477,563,792,617
"Os02g0596100",769,662,625,691,757,773
"Os02g0206100",978,1350,1027,1594,2254,1665
"Os02g0512000",37,34,28,34,20,14
"Os02g0814000",294,413,271,276,125,90
"Os02g0287700",91,156,117,193,256,241
"Os02g0819100",688,707,782,745,873,797
"Os02g0137400",3230,3216,2868,2858,2691,2698
"Os02g0445300",40,77,66,126,187,195
"Os02g0661600",6,8,9,25,30,29
"Os02g0562400",1186,1481,1165,1057,1247,1114
"Os02g0736300",226,167,162,167,178,237
"Os02g0575000",1731,1404,762,776,364,1351
"Os02g0461100",1256,954,1269,1576,1217,1101
"Os02g0592500",1084,1237,947,977,1029,1036
"Os02g0822400",10,4,12,11,6,5
"Os02g0723400",29,18,98,106,129,83
"Os02g0721600",4706,4707,4688,4976,6208,6295
"Os02g0579000",213,154,88,104,62,90
