"","CK_1","CK_2","CK_3","Cd_1","Cd_2","Cd_3"
"Os04g0671100",4086,3925,3598,2399,1927,1817
"Os04g0636000",466,592,402,545,442,488
"Os04g0456700",1053,1830,1442,1566,1810,2088
"Os04g0165500",521,507,318,382,267,291
"Os04g0109100",941,1908,797,972,890,509
"Os04g0449400",26,10,28,18,24,39
"Os04g0559200",1139,1159,886,681,478,558
"Os04g0526800",44,56,50,26,6,6
"Os04g0206401",40,35,21,39,5,19
"Os04g0531700",947,1021,832,1081,1073,1077
"Os04g0487100",525,561,445,624,541,692
"Os04g0577000",945,890,723,815,813,856
"Os04g0686700",368,524,572,635,660,605
"Os04g0635500",111,28,122,87,273,139
"Os04g0472500",3,11,21,40,41,38
"Os04g0546400",506,551,392,498,411,442
"Os04g0675200",2118,1865,1575,1387,1023,1124
"Os04g0193300",22,20,8,28,8,4
"Os04g0432500",2784,2749,2057,2198,1802,1904
"Os04g0406600",1005,1935,1751,831,418,355
"Os04g0462800",9,17,14,18,11,9
"Os04g0103200",3628,3545,3169,3138,3269,3117
"Os04g0683700",17383,17562,20066,24989,22738,30455
"Os04g0445200",4341,4663,4452,5738,8193,8325
"Os04g0603400",439,348,193,325,257,202
"Os04g0103100",539,791,673,688,751,651
"Os04g0534200",211,149,104,154,117,130
"Os04g0397400",169,160,135,119,196,187
"Os04g0675400",3060,3436,3018,3635,5042,5713
"Os04g0231200",60,56,61,79,70,91
"Os04g0584201",160,125,123,92,56,75
"Os04g0469400",273,195,153,300,159,215
"Os04g0625600",724,908,679,661,865,837
"Os04g0420900",33,47,34,53,28,39
"Os04g0455700",34,93,32,28,56,19
"Os04g0564300",34,16,39,63,53,46
"Os04g0545100",170,142,290,349,623,728
"Os04g0446500",2200,1742,1497,1582,1153,1255
"Os04g0439900",6634,6484,5820,6252,6585,6275
"Os04g0322100",34,79,67,33,9,22
"Os04g0321700",1094,762,721,1388,1263,1397
"Os04g0625000",220,213,209,267,277,371
"Os04g0288100",2390,4227,2029,1417,282,181
"Os04g0420801",100,109,128,142,130,142
"Os04g0438600",1674,1920,1416,1079,1839,1011
"Os04g0180900",131,113,145,78,83,106
"Os04g0373000",45,31,70,104,93,76
"Os04g0227500",4561,8195,3664,4236,2278,2219
"Os04g0464600",34,53,56,47,59,72
"Os04g0578600",0,0,0,55,21,226
"Os04g0174900",79,81,97,85,77,104
"Os04g0121900",16,26,24,7,11,1
"Os04g0271200",64,54,44,54,45,52
"Os04g0679000",121,270,141,109,50,38
"Os04g0165200",42,20,30,17,21,10
"Os04g0472600",211,216,228,339,308,218
"Os04g0529600",2,2,16,6,10,10
"Os04g0409900",136,126,98,190,288,172
"Os04g0564600",7726,8094,7202,9454,8757,9337
"Os04g0572500",43,34,19,34,37,43
"Os04g0457400",53,71,50,55,67,41
"Os04g0431300",584,750,536,633,712,797
"Os04g0309400",234,196,323,188,296,317
"Os04g0535600",557,470,607,769,795,878
"Os04g0449900",4907,6190,5062,5455,5949,4660
"Os04g0103700",706,673,584,423,450,320
"Os04g0542900",2406,2439,2030,1913,2781,2162
"Os04g0434700",30,31,22,29,20,43
"Os04g0219000",957,836,910,874,878,901
"Os04g0411800",941,1392,1050,1017,1052,1326
"Os04g0684200",3884,3967,3443,3724,3684,3309
"Os04g0509200",869,979,794,995,1050,966
"Os04g0428900",810,957,750,866,902,821
"Os04g0625100",20,10,20,20,2,12
"Os04g0435300",106,88,103,109,106,123
"Os04g0492500",488,415,345,450,434,373
"Os04g0684800",2032,1769,2110,2371,4126,2953
"Os04g0503500",63,56,51,55,42,40
"Os04g0169100",1887,1756,1566,1593,1888,1738
"Os04g0542800",3237,4281,3253,3316,4141,3413
"Os04g0648900",2005,2834,3021,2996,5834,4206
"Os04g0601400",1213,1326,1042,1369,1654,1401
"Os04g0480100",2124,1994,1854,2018,2754,2667
"Os04g0497900",803,771,790,892,777,684
"Os04g0345100",54,70,83,89,178,196
"Os04g0686300",529,722,544,518,594,608
"Os04g0563050",19,12,16,14,4,8
"Os04g0504600",344,285,268,356,308,329
"Os04g0389600",168,160,151,146,177,225
"Os04g0440300",28,34,18,36,51,18
"Os04g0491350",37,62,38,52,48,34
"Os04g0506000",77,110,116,210,221,177
"Os04g0628000",526,545,417,404,263,355
"Os04g0493300",542,456,472,573,464,503
"Os04g0665500",3509,3900,3376,3129,4115,3834
"Os04g0690600",21,38,28,10,22,8
"Os04g0566000",228,295,253,276,372,315
"Os04g0680000",430,388,295,338,383,401
"Os04g0179700",2022,3827,1981,2064,116,47
"Os04g0419550",14,34,26,56,90,38
"Os04g0206350",47,16,31,21,13,8
"Os04g0183300",4,13,14,18,25,19
"Os04g0350300",54,83,43,80,76,86
"Os04g0443700",466,540,400,607,722,599
"Os04g0538900",136,230,125,81,11,16
"Os04g0497700",2908,3134,3557,3658,6112,6110
"Os04g0416000",1648,1939,1577,2216,2522,2449
"Os04g0673300",319,678,299,540,161,67
"Os04g0550600",83,65,53,97,67,66
"Os04g0371000",2507,4623,2042,2503,2765,2285
"Os04g0524500",6898,8049,5105,5749,5799,4632
"Os04g0520900",477,518,491,602,456,487
"Os04g0468000",5099,3543,2954,2091,3141,1835
"Os04g0578200",981,1014,895,1410,1512,1288
"Os04g0616000",58,53,37,47,33,36
"Os04g0103601",301,376,296,225,282,279
"Os04g0666900",713,490,547,519,716,691
"Os04g0272500",300,367,410,423,458,439
"Os04g0682800",1417,1413,1178,1216,1216,1184
"Os04g0173300",2280,1853,2843,2517,3077,4532
"Os04g0320000",1,7,8,16,15,25
"Os04g0196600",289,369,188,234,194,135
"Os04g0641400",127,98,103,69,54,82
"Os04g0656100",117437,141225,114135,129156,116645,90638
"Os04g0547900",382,335,662,316,418,389
"Os04g0377600",303,426,234,426,287,339
"Os04g0278000",2824,3076,2682,3175,3395,3505
"Os04g0688600",621,1162,826,585,712,349
"Os04g0219800",14,19,12,24,55,63
"Os04g0340550",10,20,20,25,6,6
"Os04g0475500",838,598,738,729,771,890
"Os04g0680800",261,182,221,174,222,293
"Os04g0599000",3392,4256,3077,2908,2818,2442
"Os04g0689700",74,58,79,72,85,94
"Os04g0502900",4178,3943,3762,4505,5095,4525
"Os04g0330900",3615,3464,3322,3843,5499,4593
"Os04g0683500",376,344,276,401,380,352
"Os04g0628400",1739,1579,1305,1661,1518,1484
"Os04g0479800",337,340,221,260,226,220
"Os04g0436800",318,347,264,333,333,362
"Os04g0588500",1915,2013,1011,2190,1462,1648
"Os04g0607500",109,77,61,98,84,118
"Os04g0630700",107,196,129,131,194,162
"Os04g0182200",490,508,437,309,171,181
"Os04g0204200",458,459,366,498,363,362
"Os04g0312500",16,2,4,19,14,6
"Os04g0572700",137,85,202,154,194,267
"Os04g0606700",276,416,298,422,478,372
"Os04g0629500",1378,1256,918,1400,1740,1464
"Os04g0339800",651,1175,683,527,377,246
"Os04g0585100",4,13,7,11,18,5
"Os04g0643550",2649,2360,2040,1956,2007,1915
"Os04g0529800",1439,1784,1183,978,684,617
"Os04g0504700",2411,2425,3237,3654,5948,5411
"Os04g0349401",645,559,588,651,731,731
"Os04g0671800",6958,6165,6496,5553,6899,6896
"Os04g0311500",463,270,394,358,503,563
"Os04g0584800",1291,1465,1066,1245,1136,1210
"Os04g0434900",53,58,98,131,84,134
"Os04g0625350",33,28,39,52,22,43
"Os04g0693100",26,16,21,28,33,115
"Os04g0380200",28,26,27,4,18,17
"Os04g0395100",17,54,28,26,40,19
"Os04g0479300",609,838,610,590,760,690
"Os04g0534000",1057,908,1191,1709,2187,2329
"Os04g0478000",1263,1616,1229,1670,1861,1910
"Os04g0690451",11,6,7,13,7,21
"Os04g0662000",208,253,158,175,186,188
"Os04g0430800",475,479,377,400,304,285
"Os04g0206700",506,502,345,237,157,181
"Os04g0201500",10,0,3,8,17,30
"Os04g0630600",280,372,264,166,92,31
"Os04g0446300",2259,2987,1982,2271,2032,1968
"Os04g0367201",72,118,76,44,22,4
"Os04g0541900",22,27,15,6,24,8
"Os04g0283001",30,29,37,22,61,44
"Os04g0475600",1090,1109,1020,954,958,1113
"Os04g0610200",667,705,590,686,742,642
"Os04g0546100",76,89,98,91,143,233
"Os04g0470901",208,149,140,472,442,638
"Os04g0538750",111,103,80,101,123,170
"Os04g0564500",61,74,64,75,65,81
"Os04g0667600",1103,1023,1072,1025,1431,1634
"Os04g0455401",142,72,117,59,74,64
"Os04g0405700",44,56,62,83,81,67
"Os04g0302300",181,178,158,156,149,158
"Os04g0576500",3812,3605,2858,2897,2443,2181
"Os04g0319600",922,1125,959,886,945,878
"Os04g0615000",1272,1140,1511,1451,1791,1800
"Os04g0569900",92,71,116,132,156,184
"Os04g0121800",3202,2599,1854,1660,1056,1124
"Os04g0436900",76,85,51,103,116,128
"Os04g0303950",514,474,400,533,443,486
"Os04g0412200",27,22,34,53,72,71
"Os04g0465800",111,127,108,83,90,76
"Os04g0394200",341,257,210,230,132,118
"Os04g0430200",17,20,26,28,52,48
"Os04g0489100",1734,1867,1549,1580,1515,1580
"Os04g0399000",2384,3535,2957,3666,3555,3300
"Os04g0615800",12,11,2,8,12,9
"Os04g0539800",3483,3604,2998,2800,3173,2735
"Os04g0463200",228,325,330,298,412,402
"Os04g0528800",326,416,326,395,305,334
"Os04g0420600",22,34,35,28,47,23
"Os04g0553800",1725,2724,1594,1487,1649,1383
"Os04g0282400",27,36,48,103,138,313
"Os04g0617200",179,169,240,339,429,413
"Os04g0581700",6,10,4,8,10,16
"Os04g0645500",14,11,6,10,22,28
"Os04g0376500",4342,3723,3177,3832,3488,3684
"Os04g0105000",911,781,705,764,724,809
"Os04g0380300",1200,892,743,419,516,496
"Os04g0605200",77,123,94,107,115,98
"Os04g0643600",12,13,4,11,7,7
"Os04g0642300",2,8,3,11,12,18
"Os04g0597000",778,422,1040,1465,1728,1901
"Os04g0493000",1963,2789,2244,3440,4757,3917
"Os04g0672100",462,503,419,425,345,367
"Os04g0530200",526,809,502,497,547,472
"Os04g0445400",136,166,144,79,85,65
"Os04g0565400",3250,4433,3403,3752,5434,3489
"Os04g0652400",481,553,490,855,1201,1203
"Os04g0398800",2539,2136,2094,2540,2813,2732
"Os04g0614000",3209,3377,2743,2708,2607,2779
"Os04g0524600",403,431,383,292,336,254
"Os04g0583000",96,63,67,50,16,19
"Os04g0111500",3721,3925,3227,3546,3630,3347
"Os04g0115400",1457,1405,1368,1222,1231,1215
"Os04g0413900",120,113,114,148,276,221
"Os04g0671700",4220,3926,3926,6144,7661,6798
"Os04g0119500",9539,8408,9223,10839,16464,15753
"Os04g0679200",794,695,529,700,713,706
"Os04g0678200",262,310,231,338,507,519
"Os04g0607250",14,12,17,22,16,36
"Os04g0152500",465,527,448,462,496,374
"Os04g0613700",147,104,100,190,175,167
"Os04g0589700",8,16,16,12,6,0
"Os04g0250700",1216,1133,930,997,990,1013
"Os04g0440100",4996,4842,4265,4232,4411,4658
"Os04g0243400",1782,1570,1357,2218,2001,2162
"Os04g0111350",157,164,110,184,139,157
"Os04g0543600",24,12,4,11,0,1
"Os04g0438300",624,475,406,735,786,896
"Os04g0531800",68,62,45,43,49,40
"Os04g0402500",542,610,421,520,621,676
"Os04g0583800",71,72,40,101,109,141
"Os04g0376300",2881,2855,2236,2034,1498,1593
"Os04g0676400",78,14,31,54,63,68
"Os04g0466600",2366,2264,1865,2110,1796,2077
"Os04g0420500",88,45,75,53,65,53
"Os04g0610100",690,741,635,785,808,840
"Os04g0290800",968,1102,744,753,531,619
"Os04g0599650",56,76,54,50,41,53
"Os04g0608600",807,653,578,1255,2348,2767
"Os04g0244400",1175,1181,851,801,928,800
"Os04g0282000",737,623,616,858,686,597
"Os04g0136700",169,100,141,357,244,326
"Os04g0617800",2163,2203,1954,2258,2262,2295
"Os04g0518200",2306,2026,2099,2534,2576,2656
"Os04g0661600",4862,5097,5099,5119,5506,4831
"Os04g0424200",194,214,126,162,176,132
"Os04g0480200",81,55,42,9,66,0
"Os04g0578000",309,562,431,203,87,24
"Os04g0667000",9,30,33,24,66,62
"Os04g0639300",745,699,873,1377,1603,1434
"Os04g0610800",5682,5208,4853,6742,7647,7054
"Os04g0658100",561,619,612,525,495,663
"Os04g0367900",134,235,83,131,34,45
"Os04g0602300",408,352,228,345,214,324
"Os04g0602600",527,565,474,546,767,776
"Os04g0432250",181,107,107,165,177,204
"Os04g0370900",13437,19428,9249,12780,13741,9174
"Os04g0390100",252,231,218,184,170,89
"Os04g0445050",16,12,14,9,30,10
"Os04g0602000",30,31,27,24,4,8
"Os04g0196300",89,158,171,163,236,245
"Os04g0442200",2156,1959,1596,2031,2139,2305
"Os04g0640200",34,21,13,14,8,16
"Os04g0433200",1021,784,689,1064,923,840
"Os04g0403500",736,699,438,647,530,611
"Os04g0399600",57,40,49,87,145,145
"Os04g0414700",487,345,1033,1060,3030,2569
"Os04g0224200",54,44,30,38,32,33
"Os04g0507100",799,973,896,1131,1553,1420
"Os04g0221300",539,517,506,526,607,651
"Os04g0438651",13,18,15,9,13,9
"Os04g0437300",39,56,34,32,6,32
"Os04g0620950",936,980,824,813,821,810
"Os04g0435700",7973,9773,7605,8948,9460,8970
"Os04g0105100",694,672,587,808,695,588
"Os04g0566500",1961,1815,1568,1842,2254,2280
"Os04g0183500",23,30,33,23,15,14
"Os04g0404900",52,55,57,125,70,72
"Os04g0571300",506,434,441,373,321,303
"Os04g0371100",142,350,163,110,21,12
"Os04g0118800",336,176,184,195,162,159
"Os04g0477200",345,339,255,303,256,219
"Os04g0448200",120,189,134,159,210,155
"Os04g0491200",150,350,158,136,104,99
"Os04g0612500",162,42,255,238,453,250
"Os04g0486900",313,474,353,289,406,382
"Os04g0551300",155,116,166,264,316,272
"Os04g0499800",303,354,291,410,464,416
"Os04g0587500",229,221,283,373,398,229
"Os04g0194500",2455,3411,2445,2026,1532,1047
"Os04g0368800",426,720,415,551,451,765
"Os04g0611600",359,251,249,264,260,304
"Os04g0469800",223,247,257,473,452,384
"Os04g0658000",2864,2705,2238,2543,2353,2298
"Os04g0540500",2203,1522,1771,1441,1396,1239
"Os04g0175000",41,47,49,36,92,86
"Os04g0380500",773,993,724,1047,1041,1030
"Os04g0470700",84,53,61,105,157,152
"Os04g0470600",5,2,10,2,22,12
"Os04g0430400",12,10,13,16,13,4
"Os04g0505700",1038,1062,910,926,1237,1224
"Os04g0452600",11,23,11,9,12,14
"Os04g0323500",219,244,370,234,288,391
"Os04g0481400",655,828,639,823,904,993
"Os04g0397000",1640,1832,1120,1235,1049,836
"Os04g0642000",20,4,18,17,18,38
"Os04g0457800",11608,15871,10772,10196,8506,7979
"Os04g0613600",990,1276,841,1069,862,911
"Os04g0672200",2446,2447,2288,2513,2826,2719
"Os04g0614100",59,65,51,73,71,57
"Os04g0341900",2,6,8,13,20,10
"Os04g0498800",878,954,746,885,961,899
"Os04g0670000",414,652,401,413,361,362
"Os04g0409100",8,4,6,12,16,12
"Os04g0570800",129,134,144,142,133,122
"Os04g0355401",757,713,1039,1260,1508,901
"Os04g0677400",139,63,28,111,8,72
"Os04g0585200",2104,2175,1772,2776,2027,2381
"Os04g0395800",543,525,573,226,73,86
"Os04g0631600",282,288,238,349,276,352
"Os04g0291100",504,495,448,339,308,347
"Os04g0556500",1300,2419,1139,980,1065,621
"Os04g0450200",226,185,164,198,163,177
"Os04g0649900",466,715,522,403,324,259
"Os04g0346100",2374,2770,2163,2288,2130,1965
"Os04g0269700",216,191,165,239,239,325
"Os04g0580300",1374,2103,1869,1746,3016,2241
"Os04g0126900",1179,1481,1526,793,636,641
"Os04g0537800",181,180,253,244,381,341
"Os04g0435000",22,13,8,17,17,11
"Os04g0366000",135,157,234,209,289,284
"Os04g0691600",1976,2341,2613,3950,5397,5046
"Os04g0433300",0,10,4,4,12,12
"Os04g0646100",918,967,758,985,847,813
"Os04g0589400",354,603,349,275,211,179
"Os04g0220501",18,10,10,17,12,6
"Os04g0611800",737,544,812,739,840,844
"Os04g0412800",14,16,12,2,22,20
"Os04g0672600",187,166,112,130,140,106
"Os04g0474300",713,503,496,677,762,812
"Os04g0463300",212,141,192,199,245,250
"Os04g0307200",5174,5031,4568,5317,6020,5869
"Os04g0600900",45,35,91,58,68,76
"Os04g0623500",371,184,111,160,73,111
"Os04g0556400",3881,5023,2785,2674,1399,1009
"Os04g0673400",112,128,144,189,160,164
"Os04g0314500",759,963,974,1102,1368,1530
"Os04g0401751",20,16,13,15,6,4
"Os04g0129300",182,179,118,143,134,130
"Os04g0619200",203,156,155,256,178,182
"Os04g0643100",2221,2620,1804,1903,1853,1757
"Os04g0610400",767,962,933,1176,953,852
"Os04g0650800",9303,9004,5887,5772,3740,3626
"Os04g0677300",325,432,295,183,31,34
"Os04g0127200",45686,63307,42232,29677,14571,6010
"Os04g0127500",479,818,342,411,121,77
"Os04g0515300",33,53,34,61,43,48
"Os04g0376100",191,277,211,239,278,254
"Os04g0551800",2818,2368,1676,1988,1724,1811
"Os04g0104900",265,472,202,213,32,0
"Os04g0617500",20,12,22,18,20,22
"Os04g0530500",863,1010,888,950,1900,1699
"Os04g0464500",2102,2689,1988,2449,2531,2530
"Os04g0461100",4427,4354,3879,5764,6739,6143
"Os04g0445100",23,10,7,21,0,3
"Os04g0481100",1329,1387,956,778,930,1263
"Os04g0506800",148,64,72,26,24,4
"Os04g0290000",565,842,666,593,846,787
"Os04g0551600",0,4,18,11,2,11
"Os04g0284900",75,104,135,96,176,198
"Os04g0296301",22,12,17,24,12,8
"Os04g0200000",22,39,41,56,32,113
"Os04g0446200",397,394,471,438,653,579
"Os04g0685700",632,745,620,774,541,638
"Os04g0559550",128,138,101,78,114,72
"Os04g0642100",8,16,12,14,12,22
"Os04g0394766",134,94,147,243,276,202
"Os04g0105500",234,218,189,298,247,273
"Os04g0566100",1733,1681,1417,1576,1587,1525
"Os04g0550700",1058,947,772,850,639,852
"Os04g0471300",1523,1888,1196,1022,1013,1032
"Os04g0691500",3412,2648,2459,2611,2893,2845
"Os04g0488000",3629,3435,3182,3464,3250,3197
"Os04g0459500",7904,8473,15817,22169,32944,27180
"Os04g0450100",3816,3743,2640,3070,2448,2896
"Os04g0118100",2656,2460,2417,3071,3628,3473
"Os04g0533900",425,270,374,416,426,425
"Os04g0674450",358,297,296,281,371,279
"Os04g0654500",389,695,448,297,99,83
"Os04g0527500",333,385,294,325,270,279
"Os04g0607450",6,23,13,8,5,10
"Os04g0690300",2319,2920,2032,2129,2090,1885
"Os04g0653100",857,1211,879,698,602,525
"Os04g0669475",92,96,66,86,86,67
"Os04g0473400",3589,3745,3055,3342,3098,3179
"Os04g0300600",786,1564,1142,1012,854,1039
"Os04g0490800",12755,12204,15404,19571,25530,23324
"Os04g0576800",206,108,111,145,70,95
"Os04g0506100",109,116,109,103,82,120
"Os04g0531400",509,461,418,526,436,477
"Os04g0191500",661,517,545,1292,1686,2020
"Os04g0194800",522,646,561,688,717,701
"Os04g0606900",250,231,190,293,294,227
"Os04g0127100",4466,5237,3739,2508,1179,417
"Os04g0382100",1020,1105,958,1062,992,921
"Os04g0662900",2296,1965,1868,2229,2741,2939
"Os04g0467800",509,555,577,575,666,605
"Os04g0476500",2302,1890,1957,2120,2308,2339
"Os04g0686200",51,56,40,38,18,26
"Os04g0621100",68,83,78,64,55,75
"Os04g0340100",356,582,413,301,275,222
"Os04g0223901",10,29,18,5,9,6
"Os04g0626700",431,375,381,433,505,508
"Os04g0105700",4509,4083,3813,5273,5949,5855
"Os04g0610000",1174,1114,1159,1101,1306,1471
"Os04g0482800",3962,4431,2990,3401,3077,3277
"Os04g0509000",29,37,16,39,41,37
"Os04g0220400",130,99,74,129,142,195
"Os04g0675800",487,446,419,599,566,668
"Os04g0632600",71,90,32,51,42,42
"Os04g0560600",223,134,199,279,340,436
"Os04g0474432",78,110,69,122,151,139
"Os04g0226340",1266,1511,950,1272,1193,1545
"Os04g0420700",390,289,425,589,735,720
"Os04g0608800",2413,2413,1710,1948,1606,1632
"Os04g0398300",5408,4746,4808,6004,6635,6695
"Os04g0379300",864,793,601,645,598,613
"Os04g0286300",1161,1085,1093,1186,1131,1116
"Os04g0543000",15,19,7,20,5,11
"Os04g0459800",330,309,302,314,203,248
"Os04g0488500",374,353,333,395,311,381
"Os04g0397500",296,388,345,311,571,502
"Os04g0539000",2681,2918,3313,5379,6875,6327
"Os04g0543500",258,367,318,297,340,326
"Os04g0297933",10,17,16,41,42,24
"Os04g0676200",10,10,10,26,8,16
"Os04g0466700",914,662,746,797,615,736
"Os04g0581100",362,1246,658,1069,107,84
"Os04g0408700",421,426,248,271,176,168
"Os04g0647300",364,374,270,294,306,338
"Os04g0385900",845,852,702,536,383,361
"Os04g0436100",1296,1741,1326,1455,1590,1631
"Os04g0445700",496,336,426,751,890,785
"Os04g0593600",446,452,368,284,319,325
"Os04g0498600",4476,4145,3537,5810,5958,6498
"Os04g0514301",9,10,9,20,21,24
"Os04g0516600",40,34,35,17,12,6
"Os04g0630000",2077,1786,1733,1574,1588,1644
"Os04g0412000",1130,1715,1195,1095,1158,1031
"Os04g0521300",121,171,120,182,144,82
"Os04g0113100",65,57,73,84,70,117
"Os04g0278200",112,129,162,244,163,178
"Os04g0645700",981,907,1334,1043,2098,1707
"Os04g0480700",40,14,8,30,25,65
"Os04g0650500",634,657,725,1002,1050,977
"Os04g0459200",402,400,329,227,560,553
"Os04g0254000",1492,1461,1153,1229,1237,1086
"Os04g0510500",1150,1185,986,1210,1173,1297
"Os04g0443900",1210,646,1434,1446,1709,2530
"Os04g0450800",331,343,336,324,319,301
"Os04g0467550",40,51,70,89,113,98
"Os04g0544400",3632,2903,2983,4170,4611,4208
"Os04g0630900",1289,2224,1120,1059,1472,815
"Os04g0421800",1869,1814,1542,1671,1611,1766
"Os04g0109400",31,50,72,22,4,2
"Os04g0525200",436,336,363,356,428,260
"Os04g0448300",253,341,169,196,159,111
"Os04g0626300",11,8,8,8,16,18
"Os04g0507000",1636,1416,1303,1717,1591,1509
"Os04g0465000",826,910,656,722,858,910
"Os04g0107500",788,992,720,849,1020,863
"Os04g0484800",58,56,34,37,56,52
"Os04g0605900",2856,2787,2288,2653,1991,2348
"Os04g0691366",38,38,46,28,19,20
"Os04g0277400",8,10,25,20,28,4
"Os04g0388601",277,469,395,497,545,671
"Os04g0117600",1730,1553,1376,1595,1492,1626
"Os04g0540900",35,46,64,44,119,73
"Os04g0519912",1035,1069,816,739,458,528
"Os04g0430700",397,650,489,356,579,548
"Os04g0304000",124,109,80,127,105,119
"Os04g0653400",4263,5479,3447,3410,2749,2781
"Os04g0677500",4009,3518,2878,3860,3717,3709
"Os04g0379933",26,27,18,28,17,30
"Os04g0669200",825,1235,1072,1016,1196,1100
"Os04g0659800",313,381,325,80,103,54
"Os04g0405401",876,780,937,1201,1218,1189
"Os04g0607600",133,205,212,136,45,31
"Os04g0674700",673,1218,794,523,504,229
"Os04g0586000",1276,1813,1053,1517,1177,1119
"Os04g0485300",3765,3918,3079,3678,2734,2902
"Os04g0129200",22,22,19,20,33,20
"Os04g0451000",80,115,85,53,50,58
"Os04g0419800",23,21,11,10,14,14
"Os04g0119000",3983,2917,4520,4593,7559,7403
"Os04g0644900",90,93,51,46,49,16
"Os04g0403300",304,310,324,331,363,304
"Os04g0451700",60,180,123,195,236,238
"Os04g0274400",261,376,245,276,223,237
"Os04g0288550",28,47,32,21,21,13
"Os04g0485700",20,27,20,36,23,26
"Os04g0542000",972,1148,1099,1266,2110,1829
"Os04g0403900",862,1339,734,836,917,1034
"Os04g0664600",88,270,192,129,10,6
"Os04g0484900",917,1091,756,1003,1083,1076
"Os04g0632300",173,183,187,205,249,191
"Os04g0514800",41,21,21,28,25,25
"Os04g0684600",11,12,14,8,14,9
"Os04g0667100",378,392,294,346,328,384
"Os04g0616300",10207,10284,9133,7216,8273,6616
"Os04g0584900",539,407,352,481,665,587
"Os04g0464750",119,97,117,178,239,198
"Os04g0602700",180,180,114,188,193,135
"Os04g0608500",7312,6938,5454,6697,6879,6822
"Os04g0477500",644,730,574,616,843,743
"Os04g0601700",3114,3278,2182,2179,1632,1761
"Os04g0284100",508,561,439,477,558,518
"Os04g0398500",1623,2234,1690,1745,1783,1440
"Os04g0674600",22,23,14,13,0,6
"Os04g0607100",525,554,408,478,298,309
"Os04g0599100",2148,1997,1860,1792,1671,1810
"Os04g0512900",518,566,462,392,552,427
"Os04g0677100",12,2,13,22,10,33
"Os04g0535501",58,36,42,54,38,45
"Os04g0640700",11,14,10,8,6,4
"Os04g0448950",66,23,22,53,45,41
"Os04g0516701",30,17,9,15,7,9
"Os04g0686600",345,300,263,463,413,412
"Os04g0204400",55,143,88,51,75,55
"Os04g0390800",14,12,6,6,14,155
"Os04g0527700",956,921,698,508,353,277
"Os04g0673700",74,42,57,56,96,49
"Os04g0445800",76,88,58,87,58,51
"Os04g0183100",3232,3338,2815,2856,3131,2776
"Os04g0530700",823,888,740,1051,1220,1289
"Os04g0353000",351,385,344,390,370,393
"Os04g0458300",2676,3756,2717,3404,3717,2919
"Os04g0284500",322,244,224,241,243,230
"Os04g0618500",1565,1678,1255,1387,1200,1180
"Os04g0459600",1470,1782,1480,1823,1902,1827
"Os04g0119800",1019,1410,1119,605,479,201
"Os04g0483200",372,360,215,447,358,394
"Os04g0492400",858,1118,1014,1117,1078,887
"Os04g0446700",346,408,334,498,519,472
"Os04g0488700",299,425,219,225,219,249
"Os04g0443000",153,268,146,161,195,186
"Os04g0461700",171,101,139,145,86,105
"Os04g0394300",2693,2494,2219,2105,2103,2293
"Os04g0530400",904,912,906,754,900,730
"Os04g0469300",18,12,102,42,64,96
"Os04g0209300",3314,3600,2203,2850,2402,1493
"Os04g0563100",1536,1638,1226,1228,1105,970
"Os04g0412100",181,291,221,270,300,247
"Os04g0685600",5546,4567,4066,3654,3850,3811
"Os04g0389500",428,358,372,520,507,594
"Os04g0585600",1165,1257,1066,1113,1139,1302
"Os04g0405000",573,749,810,824,1337,1213
"Os04g0181100",2797,3794,2408,2158,1714,1435
"Os04g0151800",3056,2752,2339,2711,2755,2596
"Os04g0402100",10522,10851,8286,7020,6560,6619
"Os04g0349500",13721,14017,12536,13356,13862,13422
"Os04g0117900",6230,7482,5740,6518,6548,4566
"Os04g0461600",357,410,724,687,906,517
"Os04g0669700",63,89,64,58,75,96
"Os04g0404800",12199,12284,9284,9185,8478,7295
"Os04g0562100",357,575,428,677,696,723
"Os04g0535000",804,727,696,714,774,759
"Os04g0573900",1946,3438,2264,1895,1247,815
"Os04g0415600",4,24,12,18,31,35
"Os04g0629100",513,367,404,521,445,495
"Os04g0401700",7498,11467,7846,6197,4684,2712
"Os04g0166600",1,3,11,3,13,14
"Os04g0688200",32,17,40,20,2,0
"Os04g0652700",1184,1268,1479,1656,1637,774
"Os04g0298200",1446,1513,1152,1500,1087,1356
"Os04g0154800",452,1133,570,509,231,173
"Os04g0396800",6,4,2,33,42,22
"Os04g0517100",1814,2549,2381,1055,484,224
"Os04g0640500",1555,1166,1626,2008,2282,2325
"Os04g0532400",338,375,195,979,1085,1275
"Os04g0682900",950,949,701,948,1036,1000
"Os04g0509400",1611,1718,1374,1882,1827,1708
"Os04g0524900",10,13,4,4,10,4
"Os04g0590400",999,984,822,607,600,357
"Os04g0410250",26,13,36,60,61,47
"Os04g0649600",125,112,158,109,326,265
"Os04g0166400",242,261,278,213,212,240
"Os04g0444300",684,764,573,240,257,39
"Os04g0470801",101,96,132,215,323,255
"Os04g0609100",2768,2456,2218,2420,2506,2383
"Os04g0462500",492,600,581,587,786,593
"Os04g0476400",229,152,168,305,313,362
"Os04g0459000",15,13,16,21,22,18
"Os04g0611233",18,8,30,2,22,24
"Os04g0186400",60,134,72,92,123,101
"Os04g0578400",550,535,485,596,443,616
"Os04g0191800",298,418,395,454,487,432
