"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Os10g0546600",1626.81553581622,0.817803039941543,0.136579245645235,5.98775484575297,2.12757421724838e-09,3.20453202340792e-07
"Os08g0112300",460.260090093318,-2.38355692804464,0.398248557133379,-5.98509871624308,2.16258660429814e-09,3.23525878417332e-07
"Os03g0452300",5343.69679864832,0.891760970874903,0.149047489517402,5.98306602655517,2.18975948515612e-09,3.25392380945246e-07
"Os01g0159800",775.574409576546,-1.62641776895711,0.272105055059059,-5.97716851899022,2.2704929666144e-09,3.35139898492064e-07
"Os10g0457600",3977.42468839028,-1.07560224343293,0.180031334147639,-5.97452798161708,2.30757326767696e-09,3.38357481586991e-07
"Os01g0910900",51925.7573475663,1.30078294401977,0.218583424691222,5.95096790096183,2.66561365424995e-09,3.85038356471743e-07
"Os04g0619400",3614.16315293972,-0.686978683938336,0.115440393120801,-5.95093853517509,2.66609202337577e-09,3.85038356471743e-07
"Os06g0475400",817.349317152435,1.36094538458691,0.228722520473019,5.95020281243994,2.67810428149806e-09,3.85038356471743e-07
"Os02g0740600",254.907709917199,-1.83130381159514,0.308175658086885,-5.94240253420286,2.80874660717329e-09,3.98643965573229e-07
"Os11g0621400",1395.36450086043,0.91773555365845,0.154418019437194,5.94318951248897,2.79528948546885e-09,3.98643965573229e-07
"Os08g0553700",195.744963526452,1.34040740120565,0.226576631931823,5.91591193574179,3.30041773992565e-09,4.65442988405693e-07
"Os02g0199200",344.254910030299,1.27188377642249,0.21511548499558,5.91256262397208,3.36825719423708e-09,4.72003686946856e-07
"Os07g0231800",782.292515354392,0.844196650571123,0.14338532374517,5.88760849800403,3.91823940513698e-09,5.45620997919106e-07
"Os09g0502500",541.390160226085,-1.53044393663867,0.260034326062712,-5.88554580393966,3.96742486750498e-09,5.49017212446423e-07
"Os07g0245100",922.867856398789,-1.11390046013978,0.189365160028023,-5.88228827295867,4.04632785033832e-09,5.56458043070439e-07
"Os06g0663900",760.127151558933,-1.17980295500904,0.200850422648399,-5.87403770155043,4.25306580176899e-09,5.81278579734365e-07
"Os01g0373800",107.534859348177,-1.8612271071803,0.317355089326915,-5.8648093878936,4.49648940075287e-09,6.1077774123969e-07
"Os05g0365600",1126.20143711463,1.19049994543779,0.203346272541009,5.85454520784344,4.78317093583226e-09,6.45125207236231e-07
"Os11g0267000",744.583818197895,1.5808989840688,0.270074247652662,5.85357174113828,4.81126571686337e-09,6.45125207236231e-07
"Os11g0435500",260.547409958219,1.59878414425186,0.273170681650427,5.852693029107,4.83676366926581e-09,6.45125207236231e-07
"Os11g0684000",1675.89060869382,-1.53603554298456,0.262553255209228,-5.85037706639932,4.90459852526315e-09,6.5025578411887e-07
"Os10g0158700",225.894128228451,1.72484875405369,0.294919575505044,5.84853938942479,4.95908217426037e-09,6.53565704882732e-07
"Os01g0959200",1217.70465301122,-2.16999962766564,0.371170909636974,-5.84636233962412,5.02438993590332e-09,6.58254541839262e-07
"Os02g0107350",80.3243862419189,2.07584549641753,0.355315862516145,5.84225393630774,5.14992228187862e-09,6.70731936723968e-07
"Os01g0816100",1045.35044283572,-2.25607114298847,0.386236477670876,-5.84116538291069,5.18369116978135e-09,6.71181907544613e-07
"Os02g0137200",4807.50581232434,0.853030139691485,0.14630739835987,5.83039647518919,5.52958357179599e-09,7.11805289901948e-07
"Os03g0764000",688.371295289023,1.85486369254409,0.318315911927236,5.82711584009063,5.63934697067346e-09,7.21738620102203e-07
"Os07g0123800",249.531670340587,-1.32750078564747,0.227885864156781,-5.82528798159317,5.70141988795902e-09,7.25489297352302e-07
"Os08g0269700",210.39701655005,2.54700819717803,0.438837146622523,5.80399407110562,6.47535673569645e-09,8.12386990317914e-07
"Os08g0346900",130.369999220452,-3.30903288870056,0.570178646027538,-5.8035019581227,6.49439940771739e-09,8.12386990317914e-07
"Os12g0438400",1878.25830978725,1.59501113467608,0.27476610817902,5.80497771448898,6.43745656183187e-09,8.12386990317914e-07
"Os06g0115400",3620.45408611512,0.71972969408534,0.124120094294965,5.79865571464149,6.6848613638519e-09,8.31514131781152e-07
"Os05g0387200",4122.34124116409,0.709947029658171,0.12256614232912,5.79235844554683,6.94048168775106e-09,8.58487179041878e-07
"Os12g0199000",404.45375892921,1.93127443832738,0.333753516177984,5.78652911419057,7.18556377106208e-09,8.83864263639364e-07
"Os02g0209400",64.0615337736351,-2.52793777381877,0.437012673217164,-5.78458687527026,7.26907493505129e-09,8.84310923829508e-07
"Os12g0280801",635.164673602189,1.35715065306776,0.234607867768904,5.78476189214846,7.26151114192899e-09,8.84310923829508e-07
"Os01g0880200",267.497219367079,1.97717254466654,0.342365231402084,5.77503894472418,7.693528822271e-09,9.30832905212581e-07
"Os02g0751600",5471.70171148785,1.02329560033944,0.177232508148577,5.77374665082094,7.75279800591565e-09,9.32905981787927e-07
"Os05g0522600",8266.18944979411,-1.60633640934175,0.278378789648666,-5.7703261493775,7.91182521238295e-09,9.46895794742546e-07
"Os11g0216100",3310.99788148186,1.18200220117545,0.204982700070238,5.76635101777094,8.10062527437613e-09,9.64279269892268e-07
"Os11g0120100",264.393105144463,1.35077155016277,0.234372026966559,5.76336505531655,8.2453183086536e-09,9.76254506266842e-07
"Os02g0652600",4162.81306340382,0.79966112709401,0.138925558454121,5.75604040028453,8.61097859002817e-09,1.01048472259452e-06
"Os10g0558700",2916.02185940547,-1.34854826975235,0.234295760966806,-5.75575189319541,8.62569949732916e-09,1.01048472259452e-06
"Os09g0439500",3118.50188972129,1.41499971068914,0.245966414760911,5.75281674965491,8.7768609281156e-09,1.02278146215478e-06
"Os05g0406300",515.066145189535,-2.03777134018819,0.354750494928762,-5.7442381880183,9.23357383092855e-09,1.06928724467335e-06
"Os10g0189100",3159.41582955689,1.17010205617986,0.203725400471811,5.74352561570622,9.27253290173356e-09,1.06928724467335e-06
"Os08g0191100",11504.1370335314,-1.04420335167865,0.181939929249859,-5.73927535304602,9.50825170088380e-09,1.0907886057475e-06
"Os10g0392400",2240.69513474942,-1.04778561317136,0.182606899294523,-5.73793004108464,9.58406868729026e-09,1.09381889074894e-06
"Os11g0701700",676.677094971627,1.45379629732725,0.25365629774575,5.73136291212628,9.96268503620945e-09,1.13119902249597e-06
"Os01g0342750",131.747829290913,-2.45823622338074,0.429120503502421,-5.72854525317939,1.0129553272922e-08,1.13846923358257e-06
"Os09g0526200",1028.96474453882,0.809066437803385,0.141220984952287,5.72908083084634,1.00976274216556e-08,1.13846923358257e-06
"Os02g0803300",1306.61991717591,-1.83999948740967,0.3215038536216,-5.72310243464544,1.04596155686075e-08,1.16375049399266e-06
"Os10g0469600",2143.39182345245,-1.17449470083682,0.205189683598773,-5.72394615673479,1.04077747352234e-08,1.16375049399266e-06
"Os04g0608600",1381.36720468086,1.6162055513937,0.282798134794205,5.71505025155072,1.09671610274167e-08,1.21411956154017e-06
