,CK_1,CK_2,CK_3,Cd_1,Cd_2,Cd_3
Os01g0197400,480,675,561,703,916,853
Os01g0248701,79,238,272,152,61,105
Os01g0509400,0,0,0,0,0,0
Os01g0930300,68,56,71,54,79,53
Os01g0127500,1,2,2,4,1,3
Os01g0151900,56,60,57,32,49,66
Os01g0710300,0,0,0,0,0,0
Os01g0128100,2,0,1,1,0,1
Os01g0949060,337,318,307,369,363,412
Os01g0702700,17,9,13,21,12,10
Os01g0923950,0,0,2,2,2,0
Os01g0871000,2,0,0,0,0,0
Os01g0178600,0,0,0,0,0,0
Os01g0535001,0,0,3,1,1,0
Os01g0525700,4,3,2,5,5,2
Os01g0660200,3266,6138,4128,2962,3008,2613
Os01g0841000,389,604,379,507,573,287
Os01g0891066,1,0,0,0,0,0
Os01g0187000,20,23,21,13,32,21
Os01g0387865,3,0,1,4,7,1
Os01g0545800,0,0,0,0,0,0
Os01g0173950,0,0,1,0,0,1
Os01g0782901,0,0,0,0,0,0
Os01g0865800,0,0,0,0,0,0
Os01g0235400,528,531,410,448,377,355
Os01g0890200,2,1,2,0,0,0
Os01g0616400,768,681,751,735,884,762
Os01g0558800,796,637,628,880,923,866
Os01g0269100,905,925,751,818,870,869
Os01g0568400,0,0,0,0,0,0
Os01g0918500,421,383,306,370,351,343
Os01g0586450,0,0,0,0,0,0
Os01g0807000,5,9,0,1,2,5
Os01g0310600,160,200,189,347,357,302
Os01g0651932,6,0,5,5,2,0
Os01g0591000,271,198,180,209,276,187
Os01g0803300,0,1,0,0,4,0
Os01g0357900,114,143,152,138,93,126
Os01g0736400,200,239,223,184,147,140
Os01g0350500,0,0,0,0,0,0
Os01g0352751,0,0,0,0,0,0
Os01g0949900,43,58,26,35,1,17
Os01g0167900,112,121,77,90,40,35
Os01g0891800,0,0,0,0,0,0
Os01g0108800,49,60,69,63,69,84
Os01g0509700,24,43,37,31,71,54
Os01g0780400,652,586,472,499,371,362
Os01g0775100,4885,4036,3334,3978,3462,3352
Os01g0291733,0,0,0,0,0,0
Os01g0812600,0,1,0,0,0,2
Os01g0670100,374,513,370,226,223,123
Os01g0686800,1868,2471,1928,2383,2168,1998
Os01g0310700,87,92,184,174,213,174
Os01g0267050,1,1,0,0,0,0
Os01g0364450,0,0,0,0,0,0
Os01g0338600,836,1066,1041,1177,1454,1320
Os01g0593600,157,138,120,129,128,151
Os01g0965900,1626,1809,1006,885,957,887
Os01g0963800,0,0,0,0,1,0
Os01g0904400,72,38,45,61,45,59
Os01g0717601,0,0,0,1,0,0
Os01g0533400,2,0,0,0,0,2
Os01g0100650,0,0,0,0,0,0
Os01g0126000,4,0,0,0,0,0
Os01g0770200,39,26,48,47,97,145
Os01g0248600,563,515,485,607,612,666
Os01g0111600,0,0,0,0,0,0
Os01g0318201,0,0,0,1,0,0
Os01g0666400,3,4,3,15,12,9
Os01g0736551,36,16,31,35,18,32
Os01g0500100,1,1,2,1,1,0
Os01g0785700,244,297,233,304,233,249
Os01g0920100,3227,3852,2517,2805,2618,1790
Os01g0178850,0,0,0,0,0,0
Os01g0817700,3736,3508,2539,2445,1921,1963
Os01g0929500,243,203,187,208,204,202
Os01g0801200,240,270,216,249,276,276
Os01g0302250,23,26,29,81,173,82
Os01g0144100,154,115,200,309,385,350
Os01g0198702,1,3,1,4,7,1
Os01g0725900,2,0,0,0,0,0
Os01g0252600,202,222,406,498,857,788
Os01g0706900,95,188,100,165,117,111
Os01g0277100,4,2,0,6,7,4
Os01g0140500,673,901,737,837,864,957
Os01g0303100,1,0,0,0,0,0
Os01g0185200,2733,2314,2031,2167,2383,2331
Os01g0899000,365,371,243,307,303,297
Os01g0192000,137,170,193,397,300,200
Os01g0540800,1036,830,980,1099,917,1018
Os01g0137266,0,0,0,0,0,0
Os01g0276400,194,230,189,197,178,204
Os01g0718000,88,48,108,94,183,104
Os01g0884900,561,608,632,790,836,859
Os01g0920800,0,0,0,0,0,0
Os01g0838350,16,3,6,3,9,9
Os01g0299200,39,23,26,16,41,28
Os01g0964133,150,163,149,186,257,192
Os01g0811100,1919,2151,1476,1456,1384,1261
Os01g0761701,0,0,1,0,0,0
Os01g0314800,8220,9862,7938,5281,2258,2156
Os01g0330200,0,0,0,0,0,0
Os01g0580100,131,117,88,133,101,128
Os01g0201800,12,11,5,9,10,13
Os01g0627600,3,2,1,0,3,2
Os01g0909100,73,127,79,96,119,112
Os01g0142300,147,124,117,234,232,216
Os01g0653100,0,0,0,1,0,0
Os01g0935200,5,4,5,3,1,2
Os01g0665500,124,172,140,119,123,76
Os01g0117700,16,21,16,23,36,42
Os01g0184200,920,898,1101,1210,1264,1317
Os01g0249700,0,0,0,0,0,0
Os01g0751400,0,0,0,0,0,1
Os01g0785500,0,0,0,0,0,0
Os01g0138451,0,0,0,0,0,0
Os01g0600000,728,841,600,652,479,470
Os01g0526100,287,420,301,388,429,395
Os01g0670500,69,124,101,61,59,51
Os01g0793300,1,0,57,38,9,100
Os01g0841450,0,0,0,0,0,0
Os01g0245700,0,0,0,0,0,0
Os01g0366400,0,2,1,0,1,0
Os01g0928100,1463,1315,1239,1285,1509,1445
Os01g0214500,304,318,239,139,94,82
Os01g0516200,1,0,0,0,0,0
Os01g0523250,0,0,0,0,0,0
Os01g0238375,0,0,5,0,2,4
Os01g0659200,3595,3523,2823,2874,3134,2894
Os01g0708900,746,720,632,462,471,420
Os01g0373500,9,8,8,5,0,0
Os01g0332900,874,965,887,959,960,986
Os01g0781200,493,489,356,529,579,517
Os01g0820050,0,0,0,0,0,0
Os01g0180900,0,0,0,0,0,0
Os01g0898300,1697,1823,1164,1305,1196,1107
Os01g0890100,0,0,1,1,1,0
Os01g0643450,0,0,0,0,0,0
Os01g0605700,29,2,29,32,37,48
Os01g0654650,0,3,1,2,0,0
Os01g0899800,0,0,0,0,0,0
Os01g0764900,1854,1556,1196,2424,2144,1945
Os01g0275500,1,1,0,2,0,2
Os01g0754200,738,607,543,803,803,910
Os01g0552100,283,262,247,278,141,220
Os01g0726801,62,80,152,134,270,201
Os01g0219000,38,76,41,57,57,43
Os01g0621500,0,0,0,0,0,0
Os01g0591300,1679,2241,1216,1585,1935,1395
Os01g0659800,20,29,35,23,39,35
Os01g0705800,0,0,0,0,0,0
Os01g0228901,30,17,19,29,27,23
Os01g0384300,165,258,238,180,216,177
Os01g0559900,11,15,13,12,3,29
Os01g0264125,0,0,0,0,0,0
Os01g0868300,5,3,4,8,3,5
Os01g0939100,43,32,25,42,28,36
Os01g0693532,0,0,0,0,0,0
Os01g0569450,0,0,0,0,0,0
Os01g0770000,141,102,126,172,165,194
Os01g0793800,47,47,28,33,5,8
Os01g0249300,2868,3074,2546,2761,2823,2765
Os01g0180700,63,72,57,68,77,75
Os01g0122000,0,0,0,0,0,0
Os01g0555100,8,12,14,8,27,25
Os01g0667725,3,1,6,0,0,1
Os01g0919800,216,291,220,486,786,832
Os01g0612350,0,0,0,0,0,0
Os01g0644600,11,9,4,6,10,8
Os01g0211600,37,62,43,53,52,25
Os01g0150500,0,0,0,1,3,0
Os01g0153550,0,0,0,0,0,0
Os01g0899500,532,469,380,613,591,550
Os01g0681100,2,4,1,1,0,1
Os01g0128250,8,7,3,6,1,1
Os01g0733700,0,0,0,0,0,0
Os01g0165200,29,21,14,35,13,16
Os01g0753150,7,14,9,7,1,5
Os01g0875800,1,0,0,0,1,1
Os01g0730900,70,75,56,84,69,61
Os01g0386500,1,2,0,0,0,0
Os01g0276066,7,13,9,13,10,3
Os01g0678500,1437,1083,1228,1218,1305,1307
Os01g0223800,69,26,21,17,6,6
Os01g0153050,0,0,0,0,0,0
Os01g0121600,93,113,89,93,87,98
Os01g0667200,681,449,377,553,469,361
Os01g0513850,0,0,0,0,0,0
Os01g0180800,113,126,99,81,85,75
Os01g0690900,23,40,48,53,24,36
Os01g0152951,42,27,33,29,20,20
Os01g0113400,32,21,31,28,17,29
Os01g0321800,292,282,261,286,292,286
Os01g0964400,0,1,2,0,0,0
Os01g0778500,0,1,2,0,0,1
Os01g0647200,3,10,12,768,108,835
Os01g0720600,867,717,640,617,582,594
Os01g0915600,811,706,1295,2100,3062,2756
Os01g0852650,0,0,0,0,0,0
Os01g0675400,0,0,0,0,0,0
Os01g0205600,14,20,17,13,22,14
Os01g0626100,259,265,210,261,307,277
Os01g0152050,0,0,0,0,0,0
Os01g0962500,119,98,100,124,133,131
Os01g0113150,0,0,0,0,2,0
Os01g0748950,25,21,13,25,1,8
Os01g0767100,915,875,916,1153,1243,1184
Os01g0346700,136,177,135,143,137,158
Os01g0755500,4,3,17,14,19,11
Os01g0388500,654,570,620,672,701,823
Os01g0135800,13,4,1,5,3,10
Os01g0627400,11,7,9,23,4,19
Os01g0943900,1277,1344,1059,1436,947,1296
Os01g0592500,0,1,0,0,0,0
Os01g0933600,1990,2146,2342,2096,2993,2800
Os01g0930400,5127,7958,4373,4071,947,688
Os01g0844800,1369,1311,1081,1282,1283,1315
Os01g0617900,159,113,134,165,266,249
Os01g0606900,24,5,11,5,2,0
Os01g0929200,43,26,35,28,12,45
Os01g0659400,0,0,0,0,0,0
Os01g0784101,0,0,0,0,0,0
Os01g0918400,16,4,1,7,1,6
Os01g0880350,0,0,1,0,0,2
Os01g0234433,0,0,0,0,0,0
Os01g0256800,74,57,48,55,51,80
Os01g0272850,154,239,177,183,244,277
Os01g0108600,576,782,839,985,1089,1027
Os01g0717501,0,0,0,0,0,0
Os01g0142950,0,2,0,1,3,0
Os01g0833750,0,1,2,2,2,1
Os01g0825332,0,0,0,0,0,0
Os01g0290600,54,65,44,46,33,38
Os01g0715800,320,367,307,322,359,324
Os01g0720801,146,111,106,70,61,71
Os01g0391100,148,184,131,220,180,213
Os01g0393400,14,16,17,9,25,14
Os01g0680100,0,0,0,0,0,0
Os01g0864700,50,46,36,49,34,35
Os01g0130100,1,0,0,0,0,0
Os01g0128200,158,99,60,72,24,37
Os01g0829266,0,0,1,0,0,0
Os01g0153600,0,0,0,0,0,0
Os01g0743200,0,0,0,0,0,0
Os01g0307562,2,0,0,0,4,1
Os01g0383001,0,0,0,2,0,0
Os01g0274100,0,0,1,0,0,1
Os01g0367201,2,12,1,2,3,3
Os01g0245000,0,0,0,0,0,0
Os01g0364900,1,0,1,0,2,0
Os01g0584250,17,16,12,10,3,15
Os01g0349800,5,1,3,9,7,5
Os01g0310550,75,61,44,85,101,66
Os01g0208700,1653,1926,2094,2914,4630,4605
Os01g0515300,4,4,1,7,9,69
Os01g0353633,0,0,0,0,0,0
Os01g0168450,0,0,0,0,0,0
Os01g0771300,58,97,74,57,109,114
Os01g0223600,161,178,141,201,175,152
Os01g0735632,10,18,7,11,15,10
Os01g0740600,45,70,38,31,16,19
Os01g0116300,56,54,40,47,40,34
Os01g0650950,0,0,0,0,0,0
Os01g0237500,1017,2482,894,726,109,8
Os01g0602433,0,1,0,0,0,2
Os01g0832600,117,158,109,132,82,59
Os01g0914800,2064,2248,1821,2103,2283,2259
Os01g0725600,761,614,508,614,527,550
Os01g0100500,1047,1005,854,948,1068,1078
Os01g0837200,23,25,9,6,7,2
Os01g0505866,0,0,0,0,0,0
Os01g0307750,0,0,0,0,0,0
Os01g0968800,0,0,0,0,0,0
Os01g0690800,751,1067,725,749,693,543
Os01g0937300,178,161,114,153,144,179
Os01g0197200,739,697,593,738,753,727
Os01g0272901,0,0,0,0,0,0
Os01g0355100,3,4,7,12,7,12
Os01g0870350,2,0,2,0,3,1
Os01g0745700,0,0,0,0,0,0
Os01g0177150,0,0,0,0,0,0
Os01g0729100,943,1270,885,647,572,535
Os01g0217800,440,361,332,345,325,352
Os01g0976900,2,0,0,1,2,1
Os01g0363000,0,0,0,0,0,0
Os01g0908301,75,46,63,47,80,76
Os01g0812900,673,610,385,349,131,163
Os01g0253100,1138,1136,1054,1070,1143,1101
Os01g0137200,4,14,6,5,4,10
Os01g0617650,1,1,1,14,12,8
Os01g0666000,11,40,51,15,13,16
Os01g0107750,0,0,0,0,0,0
Os01g0874300,80,100,86,89,74,53
Os01g0744400,25,33,31,35,30,32
Os01g0885200,738,610,780,946,1248,1108
Os01g0968600,359,291,268,346,333,308
Os01g0160200,0,0,0,0,0,0
Os01g0258600,48,55,40,77,58,61
Os01g0744101,0,0,0,0,0,0
Os01g0316800,660,875,629,560,678,693
Os01g0925700,3629,3856,2487,2006,1174,1681
Os01g0511800,19,11,9,7,4,7
Os01g0719400,3,2,2,6,5,4
Os01g0747300,120,97,116,62,66,82
Os01g0754700,29,32,37,25,26,27
Os01g0743600,53,30,15,30,53,37
Os01g0115300,111,105,86,98,104,114
Os01g0750000,21,17,27,12,22,9
Os01g0735500,122,133,83,93,100,68
Os01g0147400,0,0,0,0,0,0
Os01g0262700,877,661,778,1101,1412,1431
Os01g0168400,6,4,3,10,3,2
Os01g0901600,118,160,307,241,374,259
Os01g0755700,80,121,68,113,206,122
Os01g0266000,1664,1563,1418,1447,1400,1251
Os01g0726400,1,3,2,1,0,3
Os01g0174400,19,10,9,7,2,5
Os01g0629900,635,710,685,479,442,391
Os01g0750500,97,134,122,51,51,45
Os01g0649732,0,0,0,0,0,0
Os01g0800600,0,0,0,0,0,0
Os01g0971800,331,503,395,334,336,319
Os01g0873100,32,14,32,54,67,78
Os01g0850200,110,86,66,83,46,68
Os01g0263500,245,279,231,223,229,189
Os01g0506100,131,145,133,144,115,117
Os01g0722425,0,0,0,0,0,0
Os01g0303200,502,554,430,361,329,284
Os01g0974701,29,37,36,33,37,27
Os01g0124401,99,81,91,19,13,4
Os01g0609501,0,0,0,0,0,0
Os01g0215500,0,1,0,0,0,1
Os01g0881300,195,105,221,693,1215,1456
Os01g0866300,1282,1426,1209,1235,1236,1093
Os01g0969000,281,432,257,380,303,234
Os01g0807266,4,0,3,4,0,0
Os01g0249900,1,2,0,1,1,7
Os01g0921000,4,2,1,0,0,0
Os01g0210750,23,15,31,39,20,35
Os01g0976950,0,0,0,0,2,0
Os01g0680650,7,8,14,9,8,9
Os01g0905700,483,452,403,540,587,511
Os01g0972800,0,0,0,0,0,0
Os01g0332002,0,0,0,0,0,0
Os01g0117300,32,47,21,179,319,820
Os01g0795200,221,268,50,115,21,37
Os01g0650800,410,271,382,396,312,328
Os01g0762500,14,9,13,20,21,20
Os01g0908600,3,0,3,4,3,3
Os01g0661200,0,0,0,0,0,0
Os01g0785400,0,0,0,0,0,0
Os01g0871733,0,0,0,0,0,0
Os01g0902750,0,0,0,0,0,0
Os01g0706600,34,16,15,19,15,16
Os01g0851100,834,570,535,650,451,658
Os01g0612200,525,647,403,400,340,329
Os01g0124000,293,129,727,1000,801,1863
Os01g0840100,148,101,70,173,66,109
Os01g0711600,195,197,169,199,295,225
Os01g0239700,3077,2590,3306,4112,5196,3701
Os01g0625200,16,13,17,19,17,19
Os01g0636100,0,1,0,1,8,4
Os01g0542000,167,249,189,223,306,246
Os01g0377500,996,1005,934,943,1111,1004
Os01g0112201,0,0,0,0,0,0
Os01g0959900,1549,1202,1570,2033,2748,3243
Os01g0945400,0,1,0,1,7,2
Os01g0230700,0,0,0,0,0,0
Os01g0385000,0,0,0,0,0,0
Os01g0307686,318,373,230,187,118,117
Os01g0660400,0,0,0,0,0,0
Os01g0527700,749,927,740,647,675,594
Os01g0148500,118,81,37,74,46,84
Os01g0673900,114,151,82,88,129,136
Os01g0210900,4,1,1,4,0,1
Os01g0546250,0,0,0,0,0,0
Os01g0575500,3152,3125,2556,2376,2390,2272
Os01g0763800,1,0,0,0,0,0
Os01g0788001,0,0,0,0,0,0
Os01g0835900,480,625,522,840,921,810
Os01g0147850,0,0,0,0,0,0
Os01g0233100,6,9,6,4,4,5
Os01g0553600,1134,1030,1223,1561,1930,1868
Os01g0815800,630,843,604,735,739,680
Os01g0244150,0,0,0,0,0,0
Os01g0259300,73,95,65,61,41,30
Os01g0660800,4,8,6,8,6,4
Os01g0103900,26,23,8,5,3,6
Os01g0173100,564,469,396,447,479,448
Os01g0783200,1270,1180,1193,983,1144,1054
Os01g0955050,1,0,2,1,0,0
Os01g0508050,0,0,0,0,0,0
Os01g0136200,1,0,0,0,0,0
Os01g0331500,0,0,0,0,0,0
Os01g0921500,0,4,1,1,2,2
Os01g0910300,23,39,49,43,44,54
Os01g0620800,0,0,2,0,0,0
Os01g0615850,0,0,0,0,0,0
Os01g0936600,99,115,127,113,82,65
Os01g0233800,2,2,0,2,0,2
Os01g0558300,1063,1121,842,1002,939,939
Os01g0192900,762,690,800,2183,3594,625
Os01g0893400,546,451,713,1132,1194,1287
Os01g0531300,0,0,0,0,0,0
Os01g0923400,639,484,528,671,615,624
Os01g0745850,0,0,0,0,0,0
Os01g0689800,445,423,379,482,491,459
Os01g0692700,923,1189,1110,1227,1640,1386
Os01g0960800,235,225,157,200,107,173
Os01g0105800,101,100,62,88,64,52
Os01g0835800,105,79,74,89,69,110
Os01g0121400,2,3,1,1,1,0
Os01g0935600,1391,1287,1057,1151,1156,1286
Os01g0111800,50,70,56,46,58,43
Os01g0368700,34,22,39,55,120,123
Os01g0710000,1710,1711,1492,1712,1763,1753
Os01g0507900,1854,1885,1562,2103,2101,1957
Os01g0835651,2,0,2,0,0,0
Os01g0861400,0,0,1,0,0,0
Os01g0153300,1305,1405,1169,1563,1576,1330
Os01g0822900,6,0,2,5,3,2
Os01g0945666,0,0,0,0,0,0
Os01g0257300,39,49,17,14,2,2
Os01g0621200,19,9,11,32,36,39
Os01g0187300,28,13,55,17,18,14
Os01g0587400,276,696,335,247,191,117
Os01g0512800,0,0,0,0,0,0
Os01g0130200,26,44,57,32,27,35
Os01g0268700,0,0,0,0,0,0
Os01g0658400,174,191,151,181,172,197
Os01g0116800,3,4,2,7,0,1
Os01g0193600,121,86,91,100,84,107
Os01g0800200,0,0,0,0,0,0
Os01g0616900,64,87,60,109,97,75
Os01g0719300,34,6,11,25,31,35
Os01g0895600,10596,11596,8409,8957,8057,8168
Os01g0358800,2,0,0,0,0,0
Os01g0180500,0,0,0,0,0,0
Os01g0512200,441,462,411,461,527,500
Os01g0194300,2937,3576,2768,2053,2205,1800
Os01g0110600,0,0,0,0,0,0
Os01g0787600,110,116,88,52,25,18
Os01g0384450,0,0,3,0,0,0
Os01g0805100,57,86,73,56,60,73
Os01g0556201,0,0,0,0,0,1
Os01g0231800,176,244,135,113,64,53
Os01g0566701,11,14,28,52,15,8
Os01g0926501,0,0,0,0,0,0
Os01g0765500,4,2,1,6,0,2
Os01g0150700,0,1,3,2,7,4
Os01g0309800,1062,1651,1567,3412,3787,3464
Os01g0641700,525,628,447,577,548,529
Os01g0667600,165,177,155,188,233,195
Os01g0931300,268,348,210,246,179,194
Os01g0614900,2108,1661,1537,1339,1416,1370
Os01g0916300,938,913,751,872,880,881
Os01g0500825,45,32,15,19,15,19
Os01g0661750,3,0,2,2,1,0
Os01g0719900,1,2,0,1,0,1
Os01g0694200,566,593,556,571,581,539
Os01g0970900,234,253,162,192,207,157
Os01g0771100,95,68,55,60,46,50
Os01g0109750,315,272,304,322,498,473
Os01g0546700,40,37,40,37,48,54
Os01g0610300,802,652,759,862,1030,988
Os01g0189800,1815,2115,1758,1809,2561,2326
Os01g0921550,1,1,0,0,0,0
Os01g0906600,1041,1095,961,1083,1075,1048
Os01g0843700,0,0,1,0,1,0
Os01g0198500,1,0,0,0,0,0
Os01g0219100,52,70,66,52,42,34
Os01g0508500,160,829,757,459,121,332
Os01g0782100,1568,1738,1122,1210,1070,1112
Os01g0951800,0,0,0,0,0,0
Os01g0555600,33,15,23,37,32,26
Os01g0702400,846,725,732,868,852,889
Os01g0877001,0,0,0,0,0,0
Os01g0632700,200,263,233,266,287,276
Os01g0136300,6,8,2,21,10,7
Os01g0194000,452,778,475,325,362,349
Os01g0536501,0,0,0,0,0,0
Os01g0531500,778,836,621,733,709,675
Os01g0133832,1,0,1,1,0,0
Os01g0831250,294,588,335,206,62,55
Os01g0653700,660,605,581,615,943,865
Os01g0721000,714,874,708,522,591,431
Os01g0220400,416,562,277,295,242,226
Os01g0952200,1039,952,884,966,1040,1069
Os01g0856500,82,74,88,157,177,146
Os01g0765400,62,25,27,40,20,39
Os01g0689600,100,107,74,75,103,55
Os01g0694800,7,9,8,13,19,8
Os01g0874800,1026,877,847,1201,1310,1186
Os01g0587900,0,0,0,0,0,0
Os01g0356800,0,0,0,0,0,0
Os01g0866400,8189,6064,10049,15381,21213,16733
Os01g0747600,40,39,39,40,40,21
Os01g0811300,549,534,416,494,438,471
Os01g0222300,3,2,1,5,1,0
Os01g0786000,0,0,0,0,0,0
Os01g0950200,0,0,0,0,0,0
Os01g0834700,309,323,178,198,203,218
Os01g0229900,96,144,99,170,219,201
Os01g0968200,0,0,0,0,0,0
Os01g0765600,0,0,0,0,0,0
Os01g0966500,479,611,406,424,383,417
Os01g0114800,15,28,21,17,15,18
Os01g0830100,1021,1021,1035,1066,1337,1100
Os01g0374501,0,0,0,0,0,0
Os01g0551800,0,2,1,3,0,0
Os01g0155600,1405,1899,1747,1947,2059,2111
Os01g0972900,11,11,13,9,3,14
Os01g0607800,310,219,320,368,539,546
Os01g0260000,24,27,17,21,13,14
Os01g0753300,0,0,0,2,0,0
Os01g0268600,388,514,515,384,485,381
Os01g0823200,103,127,91,100,107,96
Os01g0225200,597,561,507,649,638,605
Os01g0730450,0,0,0,0,0,0
Os01g0692050,0,0,0,0,0,0
Os01g0886000,432,471,423,396,377,398
Os01g0657000,0,0,0,0,0,0
Os01g0295900,732,613,864,807,1246,1112
Os01g0976300,197,190,132,100,64,35
Os01g0174000,101,114,112,118,131,102
Os01g0121500,86,143,105,67,45,19
Os01g0183300,29,27,21,30,27,30
Os01g0794800,225,350,166,155,53,26
Os01g0182200,1130,1383,1142,1250,1545,1346
Os01g0937850,0,0,0,0,0,0
Os01g0758450,0,0,1,1,3,0
Os01g0323300,267,246,349,471,635,604
Os01g0817800,8,23,29,30,29,22
Os01g0187900,627,569,434,451,471,415
Os01g0195500,781,811,666,771,811,825
Os01g0797700,0,0,0,0,0,0
Os01g0530450,8,3,1,3,3,1
Os01g0598400,29,21,33,23,23,24
Os01g0276500,169,138,105,179,179,161
Os01g0863400,441,427,422,376,493,526
Os01g0136700,92,87,49,55,44,39
Os01g0179300,2179,1842,1714,1931,2202,2007
Os01g0303800,155,126,108,140,275,173
Os01g0774200,69,55,48,107,94,110
Os01g0860400,5,12,8,10,16,16
Os01g0623750,0,0,0,0,0,0
Os01g0668000,418,471,298,399,432,573
Os01g0242900,139,197,113,138,146,103
Os01g0132200,1,0,0,0,0,0
Os01g0166400,39,21,21,21,20,26
Os01g0235350,142,99,75,113,123,111
Os01g0901650,2,0,0,0,1,0
Os01g0210700,4,4,7,7,5,3
Os01g0816000,76,77,72,54,73,72
Os01g0652200,0,0,0,0,0,0
Os01g0685650,50,36,35,47,24,50
Os01g0299801,0,0,0,0,0,2
Os01g0185100,2,3,1,1,0,0
Os01g0360100,45,24,36,32,38,24
Os01g0612425,2,1,2,0,0,0
Os01g0758350,0,0,0,0,0,0
Os01g0974300,1334,1262,1089,1232,1173,1099
Os01g0134800,3,1,0,2,0,0
Os01g0256600,225,321,302,293,345,324
Os01g0109500,15,29,21,30,28,21
Os01g0163450,1,0,0,0,0,0
Os01g0930000,478,425,537,661,752,689
Os01g0705750,0,0,0,0,0,0
Os01g0540400,0,0,0,0,0,0
Os01g0363500,961,1193,1021,1348,1731,1679
Os01g0501700,1622,1487,1385,1810,1917,1958
Os01g0100600,592,537,514,678,661,630
Os01g0643300,3,2,5,0,8,6
Os01g0901300,60,51,26,66,48,52
Os01g0639100,1096,1084,1000,1190,1153,1146
Os01g0716900,1,4,2,7,2,2
Os01g0748150,0,0,0,0,0,0
Os01g0681800,61,91,103,153,337,327
Os01g0294500,1,0,3,3,3,0
Os01g0180400,10,8,14,20,27,25
Os01g0319000,4,1,6,5,1,2
Os01g0789000,0,0,0,0,0,0
Os01g0219500,1,0,0,0,0,0
Os01g0201200,904,1306,679,1169,723,942
Os01g0179800,186,183,177,217,261,320
Os01g0915900,763,1338,770,816,603,308
Os01g0143100,337,265,248,304,362,319
Os01g0965101,0,0,0,0,0,0
Os01g0917100,0,0,0,0,0,0
Os01g0181000,286,305,248,261,262,327
Os01g0856800,531,582,475,607,663,602
Os01g0247600,672,584,1287,1337,1897,1531
Os01g0620100,486,559,511,478,536,530
Os01g0299100,0,0,0,0,0,0
Os01g0808400,0,0,0,0,0,0
Os01g0909400,27,37,67,43,170,147
Os01g0356900,2,0,2,4,13,17
Os01g0969700,43,19,5,25,14,20
Os01g0619800,96,89,109,102,131,102
Os01g0946100,0,0,1,0,0,0
Os01g0937200,78,92,93,65,98,90
Os01g0335600,0,0,0,0,1,1
Os01g0698100,1320,1318,1296,1375,1457,1403
Os01g0767700,1860,1613,1567,1769,1733,1757
Os01g0266400,22,20,19,25,23,29
Os01g0913300,0,4,5,9,3,3
Os01g0202700,1,0,0,0,0,0
Os01g0625300,10,7,9,10,9,19
Os01g0144000,286,328,242,291,244,279
Os01g0100700,910,1002,924,1081,1012,1068
Os01g0732200,1305,1252,1229,1843,1962,1975
Os01g0705400,35,38,24,31,22,33
Os01g0549100,0,0,0,0,0,0
Os01g0176900,0,0,0,0,0,0
Os01g0701600,0,0,0,0,0,0
Os01g0878800,844,1437,872,974,874,776
Os01g0919150,0,0,0,0,0,0
Os01g0386700,3415,3164,4220,4573,5421,5282
Os01g0849000,0,0,0,0,1,3
Os01g0952600,3571,3298,2738,3554,3371,3357
Os01g0847700,355,203,178,222,204,173
Os01g0705000,16,18,11,22,30,23
Os01g0609900,5986,8240,5385,3189,1237,707
Os01g0706266,0,0,0,0,0,0
Os01g0838300,6,20,8,8,1,6
Os01g0814550,0,0,1,1,2,0
Os01g0939700,760,814,649,827,739,793
Os01g0330001,0,0,0,2,0,0
Os01g0131800,204,260,192,202,232,189
Os01g0890500,0,0,0,0,0,0
Os01g0106300,3,4,3,0,1,5
Os01g0723025,0,0,0,0,0,0
Os01g0930500,30,19,22,11,1,8
Os01g0700500,3,2,3,5,4,0
Os01g0749000,6,4,2,5,0,1
Os01g0780701,0,0,0,0,0,0
Os01g0739300,142,168,186,222,292,295
Os01g0756000,1,0,0,0,1,0
Os01g0760000,12,27,14,14,9,21
Os01g0382400,22,11,34,18,24,54
Os01g0793600,0,0,0,1,0,0
Os01g0654200,774,723,667,678,694,726
Os01g0747700,265,196,255,376,371,360
Os01g0150100,245,262,251,232,278,251
Os01g0577450,0,0,0,0,2,1
Os01g0640400,0,0,0,0,0,0
Os01g0970500,164,184,116,171,147,160
Os01g0180050,0,0,0,0,0,0
Os01g0908100,384,430,437,583,572,617
Os01g0658300,0,3,0,0,0,0
Os01g0971100,2508,2663,2334,3316,3803,3929
Os01g0710700,4366,5048,6307,7524,11593,8847
Os01g0826000,72,62,16,64,34,56
Os01g0181033,4,0,1,1,4,0
Os01g0633400,97,76,62,208,308,309
Os01g0900300,0,0,0,0,0,0
Os01g0740650,153,141,98,100,62,85
Os01g0367400,475,441,442,441,637,550
Os01g0591250,0,1,0,0,0,0
Os01g0878200,0,0,0,0,2,5
Os01g0607300,40,33,22,44,42,24
Os01g0201300,0,0,0,0,0,0
Os01g0564300,2118,4913,2265,2636,2538,1773
Os01g0934400,283,453,306,283,113,113
Os01g0161200,0,1,2,0,1,3
Os01g0289900,0,0,0,0,0,0
Os01g0242800,0,0,0,2,1,5
Os01g0920700,11,33,29,24,39,8
Os01g0206650,10,1,3,4,2,0
Os01g0622600,2217,2492,1984,1840,1580,1370
Os01g0519050,5,7,1,5,5,0
Os01g0152850,0,1,0,0,0,0
Os01g0977300,0,0,0,0,0,0
Os01g0304000,800,715,572,589,493,406
Os01g0684800,38,36,21,12,12,14
Os01g0314000,53,34,21,38,9,25
