,CK_1,CK_2,CK_3,Cd_1,Cd_2,Cd_3
Os06g0718100,0,0,0,0,0,0
Os06g0720700,864,544,337,729,906,570
Os06g0202100,32,39,25,38,54,33
Os06g0237502,1759,1312,1207,1708,1772,1847
Os06g0698686,0,0,0,0,0,0
Os06g0315000,54,20,17,13,10,2
Os06g0528700,25,17,20,22,82,51
Os06g0186600,1073,720,876,744,916,840
Os06g0190850,0,0,0,0,0,0
Os06g0104000,348,333,347,385,539,493
Os06g0487660,0,0,0,0,0,0
Os06g0287000,27,38,17,43,42,71
Os06g0300300,15,21,9,15,13,57
Os06g0566201,6,15,22,6,12,23
Os06g0681900,0,0,0,0,0,0
Os06g0638000,1515,1308,1335,1559,1572,1402
Os06g0608600,154,161,147,165,187,157
Os06g0694100,243,280,217,224,320,352
Os06g0140800,4015,4360,3652,2811,3480,3038
Os06g0175900,1294,1808,1377,1573,1718,1553
Os06g0189600,1342,1535,1344,1324,1188,1295
Os06g0494100,78,28,59,51,55,29
Os06g0576800,0,0,0,0,0,0
Os06g0112151,11,14,8,14,22,22
Os06g0659800,0,0,0,0,2,2
Os06g0292100,2,2,0,1,1,5
Os06g0329200,36,61,49,44,85,216
Os06g0139000,1219,1009,1059,1080,1175,1085
Os06g0294950,1,2,0,0,0,0
Os06g0328200,1,0,0,0,2,0
Os06g0536600,0,0,0,0,0,0
Os06g0490000,131,142,121,131,140,223
Os06g0117900,0,0,0,0,0,0
Os06g0551450,2,1,1,0,1,0
Os06g0134200,0,0,0,0,0,0
Os06g0628032,0,0,0,0,0,0
Os06g0600301,33,13,19,18,37,50
Os06g0129600,0,0,0,0,0,0
Os06g0569601,0,0,0,0,0,0
Os06g0661300,0,0,0,0,0,0
Os06g0730800,605,621,535,571,411,507
Os06g0570100,394,368,464,508,718,587
Os06g0643800,707,743,648,719,558,554
Os06g0496800,868,1141,889,618,929,755
Os06g0699900,2902,2736,2171,2477,2418,2414
Os06g0281400,1203,870,916,1190,1009,982
Os06g0334100,609,654,527,792,806,584
Os06g0656300,30,42,51,66,54,62
Os06g0122500,11,23,10,12,21,8
Os06g0587000,0,0,0,0,0,0
Os06g0714432,14,13,10,27,10,11
Os06g0683400,256,406,391,254,121,111
Os06g0122800,607,520,526,699,684,660
Os06g0126100,0,0,0,0,0,0
Os06g0724000,10,20,16,11,9,11
Os06g0246500,20,4,8,19,24,20
Os06g0552700,5,9,6,4,3,2
Os06g0106500,154,154,174,215,244,194
Os06g0178800,0,0,0,1,0,0
Os06g0702400,57,58,69,37,112,97
Os06g0280900,0,0,0,0,0,0
Os06g0226083,0,0,0,0,0,0
Os06g0238700,3,1,4,8,5,6
Os06g0133200,20,7,16,15,9,4
Os06g0235500,1,0,4,0,1,0
Os06g0552400,442,418,314,420,356,297
Os06g0313320,0,0,0,0,0,0
Os06g0149500,245,311,234,315,337,357
Os06g0523300,505,493,546,665,644,594
Os06g0320200,3,0,3,12,0,1
Os06g0688200,0,0,0,0,0,2
Os06g0474866,4,1,3,0,0,15
Os06g0622800,386,329,303,408,412,441
Os06g0174800,0,0,0,0,0,0
Os06g0268600,15,16,18,16,5,12
Os06g0642400,0,0,0,0,0,0
Os06g0547900,673,743,618,607,611,666
Os06g0204700,0,0,0,1,1,1
Os06g0516301,0,0,2,3,4,2
Os06g0687850,5,2,1,7,0,6
Os06g0668300,0,0,0,0,0,0
Os06g0177600,3,1,0,4,0,6
Os06g0267900,3391,2673,2975,4645,5633,5215
Os06g0713400,48,75,35,43,43,61
Os06g0255400,113,171,167,198,197,197
Os06g0192800,193,269,215,140,122,127
Os06g0223900,4,5,8,13,5,4
Os06g0659100,0,0,0,0,0,0
Os06g0251000,114,76,66,78,91,109
Os06g0122200,0,0,0,0,1,0
Os06g0725400,186,184,158,182,183,198
Os06g0611600,0,1,0,0,0,0
Os06g0518300,0,0,1,0,0,2
Os06g0266000,37,30,23,26,29,46
Os06g0281800,0,0,0,0,0,0
Os06g0626700,0,0,0,0,1,0
Os06g0655200,0,0,0,0,0,0
Os06g0194000,2719,2539,2420,2608,2952,2515
Os06g0205250,0,0,0,0,0,0
Os06g0551000,2,2,3,2,4,1
Os06g0186650,0,0,0,0,0,0
Os06g0265400,0,0,1,0,0,1
Os06g0237100,94,99,59,89,63,81
Os06g0144200,0,0,0,0,0,0
Os06g0590550,0,0,0,0,0,0
Os06g0574550,0,0,0,0,0,0
Os06g0170100,69,110,37,40,0,0
Os06g0247900,23,38,60,16,13,11
Os06g0182300,1,3,4,0,3,0
Os06g0320100,1481,1463,1216,1285,1202,1199
Os06g0694600,38,31,37,25,25,17
Os06g0706700,0,0,0,0,0,0
Os06g0143650,894,898,855,992,1252,1199
Os06g0682666,3,1,1,5,1,1
Os06g0311800,0,0,0,0,0,0
Os06g0601000,791,539,646,735,753,860
Os06g0609600,1239,1284,957,987,878,829
Os06g0728700,96,27,32,68,4,20
Os06g0209500,35,31,31,28,42,40
Os06g0329350,0,0,0,1,0,527
Os06g0589300,187,143,82,101,86,106
Os06g0229400,1,0,1,2,2,2
Os06g0115100,1266,1393,890,898,715,627
Os06g0497350,0,0,0,0,0,0
Os06g0234400,12,0,1,7,4,16
Os06g0347700,0,0,0,0,0,0
Os06g0633900,35,17,21,21,18,11
Os06g0658500,1,2,0,1,0,2
Os06g0232700,20,8,41,11,24,13
Os06g0349750,0,0,0,0,0,0
Os06g0579400,6,7,9,11,6,12
Os06g0554200,0,0,0,1,2,4
Os06g0143100,4352,5552,3314,3937,3167,2944
Os06g0600100,244,234,196,187,182,185
Os06g0208951,0,0,0,0,0,0
Os06g0545825,0,0,0,0,0,0
Os06g0671300,2,3,2,2,0,0
Os06g0729400,32,22,28,23,11,26
Os06g0624950,0,1,1,2,0,1
Os06g0121650,0,0,0,0,0,0
Os06g0166100,567,477,433,480,408,407
Os06g0691400,17,18,26,31,52,45
Os06g0221000,0,0,0,1,0,0
Os06g0294200,1,2,0,8,1,3
Os06g0721600,0,0,0,0,0,0
Os06g0646000,1743,1391,1768,2092,2666,2536
Os06g0163500,484,388,349,317,352,336
Os06g0475650,0,0,2,0,0,0
Os06g0639550,0,0,0,0,0,0
Os06g0206900,45,37,28,38,58,64
Os06g0663000,3,5,2,3,1,1
Os06g0692500,4,3,0,0,3,1
Os06g0506600,124,131,85,88,45,47
Os06g0258000,1,0,5,1,1,5
Os06g0474800,756,1449,1417,1822,2247,1453
Os06g0318300,32,41,40,38,30,37
Os06g0589500,2,8,20,8,4,3
Os06g0561800,4,4,1,2,5,5
Os06g0488200,96,50,51,71,69,150
Os06g0153000,1,1,1,2,1,2
Os06g0119800,21,48,30,85,80,49
Os06g0611725,0,0,0,0,0,0
Os06g0266266,0,0,0,0,0,0
Os06g0633800,6479,4549,4814,9194,8056,7397
Os06g0656700,15,12,11,15,19,36
Os06g0347300,0,0,0,0,0,0
Os06g0149200,0,0,0,0,0,0
Os06g0115550,0,0,0,0,0,0
Os06g0195025,1,0,2,0,1,0
Os06g0342500,674,700,619,727,782,881
Os06g0555900,2,1,3,1,0,0
Os06g0702500,1926,2390,1953,1856,2204,2107
Os06g0166200,224,214,260,339,291,271
Os06g0644400,101,68,62,83,80,60
Os06g0145200,9,9,7,6,3,1
Os06g0549900,88,108,64,22,3,0
Os06g0176300,3,1,0,2,0,4
Os06g0713800,17,24,7,22,23,36
Os06g0539250,0,3,2,4,4,1
Os06g0717850,0,0,0,2,0,0
Os06g0121000,0,0,0,0,0,0
Os06g0161100,0,0,0,0,0,0
Os06g0132100,747,1095,786,793,976,783
Os06g0345200,329,340,330,346,351,288
Os06g0247150,0,0,0,0,0,0
Os06g0219600,874,887,684,752,685,590
Os06g0118700,11,16,14,82,92,266
Os06g0666183,0,0,0,0,0,0
Os06g0594600,0,0,0,0,0,0
Os06g0187900,656,632,642,826,812,745
Os06g0130100,6,3,4,9,5,9
Os06g0557400,80,102,81,91,98,114
Os06g0566300,0,0,0,0,0,0
Os06g0156501,0,0,0,0,0,0
Os06g0678875,0,0,0,0,0,0
Os06g0270925,4,19,6,4,1,4
Os06g0584400,174,239,138,66,40,14
Os06g0708832,127,127,160,283,293,315
Os06g0540050,1,3,0,0,0,0
Os06g0607800,112,84,68,87,69,90
Os06g0113150,410,258,268,272,238,206
Os06g0571100,424,420,405,422,420,441
Os06g0210400,35,118,67,51,62,64
Os06g0526800,20,29,14,12,17,64
Os06g0186900,479,575,428,494,545,507
Os06g0172600,921,1299,1112,1311,1127,1008
Os06g0232350,0,0,0,0,0,0
Os06g0245800,6428,5331,5670,6803,7581,7529
Os06g0509600,0,0,0,0,0,0
Os06g0610350,15,7,6,16,6,16
Os06g0319700,346,322,251,296,215,288
Os06g0488050,0,0,0,0,0,0
Os06g0200250,227,231,133,127,73,56
Os06g0539500,0,0,0,0,0,0
Os06g0157000,135,65,842,1365,2166,1845
Os06g0347100,0,0,0,1,0,3674
Os06g0639250,0,0,0,0,0,0
Os06g0295500,166,137,145,167,181,183
Os06g0633100,0,0,2,1,0,3
Os06g0556200,0,0,0,0,0,0
Os06g0107750,0,4,0,0,0,0
Os06g0132500,2,1,0,1,0,0
Os06g0176500,1,3,1,0,0,2
Os06g0695400,2,2,1,0,1,0
Os06g0365200,0,0,0,0,0,6
Os06g0625766,0,0,0,0,0,0
Os06g0187050,0,0,0,0,1,2
Os06g0220200,0,0,0,0,0,0
Os06g0296450,0,0,0,0,0,15
Os06g0674100,38,65,31,34,7,6
Os06g0645400,1567,1358,1076,1266,1024,1075
Os06g0250800,0,0,0,0,0,0
Os06g0228732,0,0,0,0,0,0
Os06g0111100,65,67,77,78,73,70
Os06g0224500,56,102,62,74,48,87
Os06g0587100,118,149,78,39,20,6
Os06g0647000,10,13,15,14,9,21
Os06g0566500,14,70,77,41,8,10
Os06g0574601,0,0,0,0,2,0
Os06g0523400,215,245,197,226,243,190
Os06g0128800,124,270,134,90,58,18
Os06g0212300,0,0,0,0,0,5
Os06g0190950,0,0,0,0,0,0
Os06g0365450,0,0,0,0,0,1
Os06g0289200,25,10,8,1,9,13
Os06g0137400,2,2,3,0,3,4
Os06g0181400,185,161,140,231,274,269
Os06g0612001,5,6,4,15,23,34
Os06g0649550,0,0,0,0,0,0
Os06g0158100,160,250,129,148,76,85
Os06g0620000,0,3,0,2,1,0
Os06g0292301,0,2,0,2,0,0
Os06g0627400,2,3,6,10,9,9
Os06g0146500,5,6,3,10,0,10
Os06g0123000,0,0,0,0,0,0
Os06g0480000,1686,1407,1044,1133,1006,1177
Os06g0688100,10428,10327,10162,11602,11973,9771
Os06g0597800,173,177,184,186,185,136
Os06g0229800,0,0,0,0,0,0
Os06g0535900,0,0,0,0,0,0
Os06g0532101,0,0,0,0,0,0
Os06g0183800,2669,2535,2339,2536,2330,2354
Os06g0643050,0,1,0,0,0,0
Os06g0694500,217,340,291,414,559,492
Os06g0646400,1981,2045,1853,2097,2170,2191
Os06g0549666,0,0,0,0,0,0
Os06g0470000,251,261,174,172,90,46
Os06g0187500,2,13,22,25,21,9
Os06g0182400,330,276,247,251,269,259
Os06g0315601,0,0,0,0,0,1
Os06g0213700,0,0,0,0,2,0
Os06g0318600,35,28,20,21,18,20
Os06g0610550,1,5,7,6,8,2
Os06g0162500,387,484,380,413,402,448
Os06g0199601,0,0,0,0,0,0
Os06g0361500,652,551,729,761,611,818
Os06g0476900,50,45,84,125,158,101
Os06g0548100,30,41,8,14,13,17
Os06g0483900,28,20,20,17,16,92
Os06g0670400,107,91,92,108,116,141
Os06g0573600,29,22,25,40,26,25
Os06g0216100,0,0,0,0,0,0
Os06g0120466,0,0,0,0,0,0
Os06g0240025,0,0,0,0,0,0
Os06g0507200,0,0,0,0,0,0
Os06g0192400,0,1,0,0,0,0
Os06g0561501,5,4,2,2,1,4
Os06g0364500,42,70,45,77,82,79
Os06g0581701,71,74,54,110,134,120
Os06g0702200,18,37,37,36,30,12
Os06g0649900,440,488,401,337,357,297
Os06g0694800,650,625,540,612,767,761
Os06g0658400,5,5,7,2,0,0
Os06g0693500,629,570,471,544,550,507
Os06g0143500,68,38,48,51,34,48
Os06g0653800,673,797,634,604,721,681
Os06g0107700,123,112,132,232,225,233
Os06g0534900,0,0,3,1,0,0
Os06g0725700,0,0,0,0,1,0
Os06g0538200,1065,1059,883,1049,1039,987
Os06g0695451,0,0,0,0,0,0
Os06g0298400,1465,1318,1363,1587,1645,1586
Os06g0215400,668,675,381,464,363,432
Os06g0583600,6,7,17,4,7,19
Os06g0107650,0,0,0,0,0,0
Os06g0662300,0,0,0,0,0,0
Os06g0108751,1,3,1,3,1,2
Os06g0547400,334,46,88,14,14,27
Os06g0131100,212,247,183,187,206,173
Os06g0708700,1085,1005,948,927,1626,1337
Os06g0565250,0,0,0,0,0,0
Os06g0352900,83,51,86,145,214,229
Os06g0182500,284,344,219,177,148,172
Os06g0217500,306,381,346,360,350,307
Os06g0683100,31,10,18,20,10,13
Os06g0526466,5,1,0,0,0,0
Os06g0498150,3,1,1,0,0,0
Os06g0300600,140,141,97,100,104,151
Os06g0716467,0,0,0,0,0,0
Os06g0693700,1123,1216,817,774,649,581
Os06g0215950,7,7,3,12,3,4
Os06g0134900,1419,1369,1200,1483,1684,1543
Os06g0624100,3,1,2,5,2,1
Os06g0642200,0,0,0,0,0,0
Os06g0264650,100,161,117,177,262,203
Os06g0658000,0,0,0,0,0,0
Os06g0496601,0,0,0,0,0,1
Os06g0473800,1,0,0,0,0,0
Os06g0597000,78,98,92,83,64,80
Os06g0606900,437,427,357,343,410,452
Os06g0323550,0,0,0,0,0,0
Os06g0165600,3,1,6,9,5,3
Os06g0342000,0,0,0,0,0,0
Os06g0598800,41,46,23,10,7,4
Os06g0306201,0,0,0,0,0,0
Os06g0165100,29,14,14,24,23,21
Os06g0225350,0,0,1,2,0,0
Os06g0336350,8,3,8,7,12,16
Os06g0142300,1,1,0,0,2,0
Os06g0589800,0,1,0,0,0,0
Os06g0303400,0,0,0,0,0,0
Os06g0731500,275,311,282,329,310,269
Os06g0167100,2162,2117,1781,2002,2056,2021
Os06g0214800,149,340,188,166,157,115
Os06g0601100,1736,1617,1701,1882,2587,2220
Os06g0204600,6,8,9,17,14,9
Os06g0714200,1755,1742,1387,1565,1642,1681
Os06g0672700,158,151,102,130,151,135
Os06g0217300,39,38,40,68,61,56
Os06g0611500,0,0,0,0,0,0
Os06g0651600,2298,2577,1803,1601,1810,1596
Os06g0695800,88,109,84,127,164,135
Os06g0592500,17,5,7,11,0,16
Os06g0592951,0,0,0,0,0,0
Os06g0626950,0,0,0,0,0,0
Os06g0139400,0,0,1,0,2,1
Os06g0626600,0,1,0,0,0,0
Os06g0706600,0,0,0,0,0,0
Os06g0614400,306,379,564,532,905,877
Os06g0718400,26,43,36,27,29,25
Os06g0180300,0,0,0,1,0,0
Os06g0703400,0,0,0,0,0,0
Os06g0709000,93,109,114,107,165,120
Os06g0549300,0,0,0,2,1,0
Os06g0646700,1307,1189,1171,902,1280,1370
Os06g0130800,6772,9160,6847,7917,10281,10640
Os06g0690700,3014,3010,2734,2801,2989,2538
Os06g0152500,33,20,30,31,41,28
Os06g0209400,0,1,0,0,0,0
Os06g0143750,1,4,1,0,2,6
Os06g0314400,0,0,0,0,0,0
Os06g0712500,28,14,16,24,15,31
Os06g0569500,2969,6179,3412,2948,261,85
Os06g0161800,6,7,9,15,6,11
Os06g0611000,9,4,4,8,12,9
Os06g0134750,0,0,0,0,0,0
Os06g0603000,1904,1861,1433,1724,1524,1549
Os06g0300700,549,586,426,513,614,471
Os06g0188700,82,57,81,146,329,340
Os06g0167400,243,242,197,247,206,209
Os06g0694900,9,4,11,5,12,20
Os06g0711700,93,104,193,187,285,212
Os06g0112400,1032,1274,970,1001,1015,996
Os06g0212500,0,0,0,0,0,0
Os06g0513862,0,0,0,0,0,0
Os06g0235300,367,311,270,318,251,289
Os06g0712900,224,191,214,221,192,224
Os06g0148500,0,2,2,0,0,0
Os06g0291600,53,50,51,72,94,75
Os06g0595900,167,121,145,226,210,240
Os06g0123200,0,0,0,0,0,0
Os06g0179500,0,0,0,0,0,0
Os06g0652100,4,0,1,1,0,1
Os06g0225200,123,121,107,146,173,166
Os06g0142000,273,157,213,267,317,290
Os06g0172800,703,834,610,465,503,331
Os06g0659300,1044,841,793,675,594,606
Os06g0550442,0,1,0,0,1,0
Os06g0142100,7,3,3,3,2,3
Os06g0168500,3574,4992,3060,2358,1804,1290
Os06g0716401,0,0,0,0,0,0
Os06g0178900,9,21,11,11,10,23
Os06g0181566,1765,1744,1313,1643,1311,1522
Os06g0155500,127,162,108,133,90,54
Os06g0591600,1435,1915,1606,1678,2111,1875
Os06g0274600,23,50,43,81,59,52
Os06g0234200,103,115,72,96,101,125
Os06g0581000,35,65,34,30,26,14
Os06g0724200,294,302,188,221,198,237
Os06g0526600,299,272,214,237,200,250
Os06g0114600,230,239,196,222,306,253
Os06g0241200,30,46,16,38,50,85
Os06g0687200,0,4,0,8,1,5
Os06g0188100,229,260,231,270,231,200
Os06g0710300,899,1074,897,1005,1133,901
Os06g0543400,70,92,64,122,77,148
Os06g0156801,0,0,0,0,0,0
Os06g0493801,47,26,37,30,54,39
Os06g0246400,2,1,2,2,0,0
Os06g0724100,861,1042,814,914,929,833
Os06g0476400,42,62,62,48,58,44
Os06g0105900,3427,3250,2598,2884,2862,2736
Os06g0265000,2473,2298,2023,2145,2453,2201
Os06g0610100,0,2,0,1,0,1
Os06g0237400,0,0,0,1,0,0
Os06g0678800,0,0,2,0,0,3
Os06g0623200,0,0,1,0,0,0
Os06g0203800,1,1,1,1,2,1
Os06g0325700,0,0,0,0,0,0
Os06g0695300,1,0,4,0,0,1
Os06g0270982,0,0,0,0,0,0
Os06g0211700,0,0,0,0,0,0
Os06g0288000,0,0,0,0,0,0
Os06g0131900,0,0,0,0,0,0
Os06g0328966,51,67,36,32,30,35
Os06g0259850,1,2,1,0,1,0
Os06g0499200,9,7,8,11,1,15
Os06g0130000,1625,1680,1525,1499,1765,1786
Os06g0343200,49,35,25,51,58,68
Os06g0146300,2308,1991,2226,3094,3650,3407
Os06g0273300,0,0,1,0,0,0
Os06g0192900,499,579,443,479,450,486
Os06g0125000,7,3,2,3,8,11
Os06g0608700,7108,6370,10818,20032,34871,30185
Os06g0197550,1414,1185,894,1107,1044,996
Os06g0107600,3,5,4,2,6,14
Os06g0486000,0,0,0,0,0,0
Os06g0320900,0,0,0,0,0,0
Os06g0600800,199,206,137,138,150,193
Os06g0302000,0,0,0,0,0,0
Os06g0355701,5,6,5,1,7,0
Os06g0728800,161,110,183,246,266,309
Os06g0720500,0,1,0,2,2,1
Os06g0239300,0,0,0,0,2,0
Os06g0130600,314,306,328,348,425,399
Os06g0574950,5,15,2,5,1,10
Os06g0110000,126,185,244,246,238,301
Os06g0181300,63,46,53,57,46,55
Os06g0285200,0,0,0,0,0,0
Os06g0546500,0,0,0,1,0,0
Os06g0613500,38,57,34,38,40,76
Os06g0607900,16,24,8,14,3,1
Os06g0200800,0,0,0,0,0,0
Os06g0132400,200,197,244,381,468,478
Os06g0311000,0,0,0,0,0,0
Os06g0265650,0,0,0,0,0,0
Os06g0700550,0,0,0,0,0,0
Os06g0693300,3,3,0,4,6,4
Os06g0217900,45,42,43,94,54,63
Os06g0113500,2,4,3,6,3,12
Os06g0124400,0,0,0,0,0,0
Os06g0311600,682,848,524,501,416,358
Os06g0691000,1416,1306,1237,1206,1257,1213
Os06g0147100,3370,4016,3674,4481,7691,6520
Os06g0178550,17,29,25,15,4,3
Os06g0336150,0,0,0,0,0,0
Os06g0268900,2,2,1,0,1,4
Os06g0704900,418,418,372,436,339,351
Os06g0695500,7,6,12,5,4,1
Os06g0165500,14,15,11,46,26,42
Os06g0152300,311,261,217,210,204,197
Os06g0524700,0,0,0,0,0,0
Os06g0150300,0,1,2,0,0,5
Os06g0272800,1,2,1,1,0,1
Os06g0483200,36,45,59,51,59,37
Os06g0553700,0,0,0,0,0,0
Os06g0171900,5948,6005,5407,6033,8272,7078
Os06g0193200,1,0,0,0,0,0
Os06g0560000,1,2,2,6,17,28
Os06g0499550,0,0,0,0,0,0
Os06g0696600,14,5,175,516,1236,1285
Os06g0117500,10,12,7,16,21,26
Os06g0619000,245,242,197,212,276,321
Os06g0625733,0,0,0,0,0,0
Os06g0537300,1,0,0,0,0,0
Os06g0185800,26,23,33,23,44,54
Os06g0211300,1032,1232,851,999,975,915
Os06g0496000,3807,3740,3294,3852,4422,3937
Os06g0531200,1325,1329,1056,1326,1346,1376
Os06g0191500,0,1,0,0,0,0
Os06g0103500,4813,4800,3798,3965,3637,3580
Os06g0662850,0,0,0,0,0,0
Os06g0608350,0,0,0,0,0,0
Os06g0184100,15,15,18,9,10,31
Os06g0127250,347,494,436,435,573,421
Os06g0160600,0,0,0,0,0,0
Os06g0524400,89,89,53,156,344,894
Os06g0125400,141,165,132,138,205,141
Os06g0625900,186,169,245,259,347,321
Os06g0222800,93,80,90,73,53,37
Os06g0152400,141,120,107,155,158,121
Os06g0115000,0,0,0,0,0,0
Os06g0237600,0,0,0,0,0,0
Os06g0112100,355,395,304,354,332,283
Os06g0335101,224,182,216,162,220,337
Os06g0508950,0,0,0,0,2,8
Os06g0132200,47,42,27,34,27,27
Os06g0673300,331,328,252,389,320,324
Os06g0724600,366,348,330,378,352,329
Os06g0499500,4,4,6,13,12,7
Os06g0618650,25,35,20,23,15,12
Os06g0287700,1575,1649,1547,1770,1713,1366
Os06g0602600,342,392,320,400,352,381
Os06g0183600,0,0,0,0,0,0
Os06g0608100,0,0,0,0,0,0
Os06g0599700,0,0,0,0,0,0
Os06g0187300,0,0,0,0,0,0
Os06g0214850,425,572,397,426,342,359
Os06g0717700,3,3,3,4,1,2
Os06g0468400,178,157,177,253,253,232
Os06g0134700,1,0,1,0,1,0
Os06g0703900,575,527,534,828,828,1001
Os06g0222900,0,0,0,0,0,0
Os06g0686400,550,585,411,360,156,166
Os06g0507900,29,13,37,45,52,104
Os06g0602000,0,0,0,0,0,0
Os06g0491566,0,0,0,0,0,0
Os06g0207700,590,754,512,428,431,329
Os06g0727300,33,32,40,96,73,107
Os06g0535400,214,270,305,297,716,635
Os06g0254200,0,2,0,1,0,0
Os06g0320500,157,213,277,478,1065,946
Os06g0143600,116,137,87,143,134,153
Os06g0286500,91,84,73,94,89,93
Os06g0498500,786,698,601,686,650,574
Os06g0650800,304,321,304,335,332,328
Os06g0482200,203,188,191,191,194,203
Os06g0207200,31,9,1,21,5,10
Os06g0129650,0,0,0,0,0,0
Os06g0663400,337,228,205,312,257,322
Os06g0132600,85,130,97,84,113,105
Os06g0239100,46,74,88,54,45,51
Os06g0633300,1,1,0,0,0,1
Os06g0167125,0,0,0,0,0,0
Os06g0202400,187,229,262,312,415,373
Os06g0647801,26,45,35,48,38,36
Os06g0186300,14,19,16,12,27,36
Os06g0704200,171,155,244,247,394,366
Os06g0114900,0,0,0,0,0,0
Os06g0160000,0,0,0,0,0,0
Os06g0268050,420,253,319,495,623,580
Os06g0128300,1548,1298,1189,1104,1213,1270
Os06g0232650,0,0,0,0,0,1
Os06g0661000,0,0,0,0,0,0
Os06g0276300,9,8,11,20,10,8
Os06g0609775,0,0,0,0,0,0
Os06g0610500,6,9,3,3,8,3
Os06g0724300,299,311,245,307,281,320
Os06g0135000,1654,1384,1519,1908,1665,1767
Os06g0235900,8,4,5,6,7,2
Os06g0480500,49,54,51,38,80,52
Os06g0254300,3648,2989,4261,4541,4786,4754
Os06g0731000,0,0,0,0,0,0
Os06g0318800,768,602,554,361,206,275
Os06g0136600,1018,879,790,1083,1002,1205
Os06g0189200,0,0,0,0,0,0
Os06g0334300,183,113,214,221,326,323
Os06g0151700,0,0,0,1,0,2
Os06g0611050,0,0,0,0,0,0
Os06g0625400,10202,8371,7541,8022,7924,7264
Os06g0313440,1028,1862,839,744,82,10
Os06g0186100,0,0,0,0,0,0
Os06g0138100,239,360,270,320,332,295
Os06g0257450,123,119,89,147,129,121
Os06g0155900,121,76,100,102,89,84
Os06g0711800,9,9,5,8,3,4
Os06g0215750,0,0,0,0,0,0
Os06g0602900,2,1,0,4,0,0
Os06g0186500,323,304,218,293,292,360
Os06g0328800,2,2,1,0,2,2
Os06g0148700,2,1,0,2,0,1
Os06g0222100,2,6,6,14,13,21
Os06g0234300,9,6,5,7,1,10
Os06g0487620,27,29,93,89,151,119
Os06g0556450,0,0,0,0,0,0
Os06g0265900,34,30,30,28,30,40
Os06g0678650,7,6,2,10,11,8
Os06g0722201,49,50,32,46,32,33
Os06g0552800,0,0,0,0,0,0
Os06g0716100,735,588,615,468,1171,1441
Os06g0216000,2,0,2,3,0,4
Os06g0678500,82,90,96,152,186,358
Os06g0663600,179,195,220,204,193,240
Os06g0137650,10,4,13,12,20,19
Os06g0667200,57,59,49,32,39,37
Os06g0295250,0,0,0,0,0,0
Os06g0708500,5115,6598,4573,4703,4516,4221
Os06g0353400,1094,929,962,1065,1150,1120
Os06g0147300,9,3,4,6,0,8
Os06g0154900,1771,1723,1361,1347,1483,1230
Os06g0649500,798,798,760,810,777,743
Os06g0671000,8,10,10,6,6,9
Os06g0486900,121,19,26,16,29,28
Os06g0704450,2,0,1,1,0,0
Os06g0270900,4932,6301,4032,5128,5316,5084
Os06g0565000,187,121,126,163,105,119
Os06g0727700,0,0,0,0,0,0
Os06g0263801,0,0,0,0,0,0
Os06g0652300,3,0,0,0,1,8
Os06g0476100,0,0,0,0,0,13
Os06g0537500,0,0,0,0,1,0
Os06g0116800,742,742,539,676,611,650
Os06g0224900,86,117,111,104,127,117
Os06g0720400,1167,1031,859,750,1417,993
Os06g0178650,12,21,17,19,24,40
Os06g0730000,1,0,0,0,0,0
Os06g0645700,407,419,342,369,340,373
Os06g0208151,0,0,0,0,0,57
Os06g0580100,20385,25180,19776,20412,18368,15841
Os06g0727400,139,125,83,108,117,89
Os06g0654600,0,0,0,0,0,0
Os06g0157800,295,422,242,280,237,312
Os06g0731100,379,331,334,277,261,288
Os06g0530700,22,14,10,19,8,11
Os06g0726850,0,0,0,0,0,0
Os06g0162800,2,6,2,2,1,3
Os06g0549633,0,0,0,0,0,0
Os06g0232200,0,0,0,0,0,0
Os06g0683200,1971,1272,1325,2417,2671,2616
Os06g0496400,1,8,18,16,24,15
Os06g0500100,125,141,147,147,227,187
Os06g0314300,0,0,0,0,0,250
Os06g0307700,0,0,0,0,0,0
Os06g0607000,851,948,696,748,428,372
Os06g0102900,549,524,506,556,436,484
Os06g0215900,0,4,0,4,5,1
Os06g0235100,0,0,0,0,0,0
Os06g0295366,0,1,1,0,0,0
Os06g0564700,45,28,27,25,23,3
Os06g0575900,0,2,0,0,0,0
Os06g0664400,340,310,265,302,277,302
Os06g0130400,6526,6079,5740,5628,6865,5560
Os06g0633450,3,2,1,2,0,3
Os06g0101800,319,269,287,379,470,416
Os06g0134050,386,446,357,360,426,430
Os06g0128600,30,12,31,29,41,62
Os06g0129000,10,6,7,2,8,3
Os06g0244000,1236,447,521,93,68,12
Os06g0205337,0,0,0,2,0,0
Os06g0364850,6,8,1,2,0,3
Os06g0506150,66,46,83,72,74,85
Os06g0117101,7,9,1,7,11,16
Os06g0357000,0,0,0,0,0,0
Os06g0318400,0,0,0,0,0,0
Os06g0139900,369,488,291,365,318,355
Os06g0330400,1,1,0,0,0,0
Os06g0606599,0,0,0,0,0,0
Os06g0611100,19,20,21,9,24,24
Os06g0719900,0,0,0,0,0,0
Os06g0641866,482,595,547,636,1087,713
Os06g0702100,143,122,127,211,188,104
Os06g0632400,0,0,0,0,0,0
Os06g0256800,11,7,26,24,29,16
Os06g0591050,0,0,0,0,0,0
Os06g0255001,55,44,38,38,46,47
Os06g0668250,2,0,0,0,0,0
Os06g0556150,0,0,0,0,0,0
